,logFC,AveExpr,t,P.Value,adj.P.Val,B,abs.log2FC
Defa24,1.6114256,,,4.6050157443803035e-14,8.092394167599507e-10,,1.6114256
Gm15284,1.5558386,,,1.1460486461330206e-13,1.0069756429247785e-09,,1.5558386
Lyz1,1.8096514,,,3.8618169689340734e-13,2.2621236531692825e-09,,1.8096514
Fabp1,2.2613668,,,6.888945488915786e-10,3.0264859769179276e-06,,2.2613668
Gm14851,1.8327023,,,4.855237696337107e-09,1.7064218407546397e-05,,1.8327023
Itln1,1.4308382,,,1.842331638177626e-08,5.056127596028188e-05,,1.4308382
Gm14850,1.4925421,,,2.014049574472049e-08,5.056127596028188e-05,,1.4925421
AY761184,1.4291462,,,2.028606043692745e-07,0.00044560867507265756,,1.4291462
Defa17,1.5006732,,,9.223699133090081e-07,0.0018009784985087997,,1.5006732
Cdkn1c,1.0418931,,,1.6943390969492824e-05,0.02977462095068974,,1.0418931
Mtch1,0.45960066,,,6.317720975526499e-05,0.09251775891910598,,0.45960066
Gng4,1.028722,,,7.61740697181771e-05,0.10296976362750201,,1.028722
Lgals2,0.33131826,,,9.978831555993787e-05,0.12525571923819914,,0.33131826
Hax1,0.9781768,,,0.0001952172512179722,0.2287035170435617,,0.9781768
Sct,1.0373439,,,0.0002175202317734071,0.23890518955963017,,1.0373439
Zg16,0.75519276,,,0.0005201320884816814,0.48106743109939926,,0.75519276
Chchd2,0.22945714,,,0.0005613452061918562,0.4932259654204745,,0.22945714
Defa21,0.905038,,,0.000624956330719326,0.5229694095109865,,0.905038
Defa20,0.83863175,,,0.0007083591980431405,0.5658180085096413,,0.83863175
Ppia,0.29913184,,,0.0009352209165517346,0.6847765486068181,,0.29913184
Pfn1,0.33126283,,,0.0011494162715724278,0.8079476856136909,,0.33126283
Tmsb4x,0.5097767,,,0.0012576291097873024,0.8234366963459158,,0.5097767
Tpm4,0.6371666,,,0.0015568287262362215,0.97707682879104,,0.6371666
Defa22,0.91249686,,,0.0016800918640059264,1.0,,0.91249686
Pdcd10,0.83455646,,,0.0018017791972008842,1.0,,0.83455646
Slc35b1,0.72495705,,,0.002166952104794828,1.0,,0.72495705
Srp14,0.46821356,,,0.0022044535144358684,1.0,,0.46821356
mt-Nd1,0.19739598,,,0.0024561064152752877,1.0,,0.19739598
Tuba4a,0.5864778,,,0.0028750990846500572,1.0,,0.5864778
Erp44,0.73703843,,,0.002891204025619598,1.0,,0.73703843
Serpinb1a,0.8588809,,,0.0030230380727842674,1.0,,0.8588809
Gm7861,1.6908495,,,0.0030738733231397237,1.0,,1.6908495
Qdpr,0.6572396,,,0.0032132681574816536,1.0,,0.6572396
Yipf5,0.89868754,,,0.0033215682017518028,1.0,,0.89868754
Clps,1.113822,,,0.0038303313475253646,1.0,,1.113822
Lsm4,0.594681,,,0.003957366811897879,1.0,,0.594681
Uba2,0.96851313,,,0.0041776183543231205,1.0,,0.96851313
Gorasp2,0.8623644,,,0.004268790155409738,1.0,,0.8623644
Pnkd,0.66841614,,,0.004803268479334175,1.0,,0.66841614
Nme1,0.41934317,,,0.004803268479334175,1.0,,0.41934317
Mdh1,0.35547853,,,0.005146869466304008,1.0,,0.35547853
Ndufb8,0.60469407,,,0.005229251363536836,1.0,,0.60469407
Chmp5,0.36576763,,,0.005312822732251323,1.0,,0.36576763
Romo1,0.5863671,,,0.00574904987340223,1.0,,0.5863671
Shisa5,0.8324357,,,0.005870707065549833,1.0,,0.8324357
Jund,0.51748824,,,0.005901481714428493,1.0,,0.51748824
Pebp1,0.31465837,,,0.006152960824105648,1.0,,0.31465837
2810428I15Rik,0.7015932,,,0.006314995291518897,1.0,,0.7015932
Calr,0.48494864,,,0.006314995291518897,1.0,,0.48494864
Ift20,0.5106144,,,0.0063808772738108525,1.0,,0.5106144
Psma3,0.352386,,,0.0069663303501450585,1.0,,0.352386
Cript,0.524753,,,0.007110911017007788,1.0,,0.524753
Calm1,0.1768869,,,0.007755892431232205,1.0,,0.1768869
Psmd6,0.51637006,,,0.008077171697813891,1.0,,0.51637006
Ran,0.32196444,,,0.008242236884939245,1.0,,0.32196444
Dnajb9,1.3225266,,,0.008283971986816699,1.0,,1.3225266
Cd164,0.53960156,,,0.00866818031712468,1.0,,0.53960156
Htatsf1,0.8221276,,,0.00866818031712468,1.0,,0.8221276
Cfl1,0.29770264,,,0.009022986933968353,1.0,,0.29770264
Ebpl,1.0239705,,,0.009205207400421906,1.0,,1.0239705
Rogdi,0.68134326,,,0.009205207400421906,1.0,,0.68134326
Psma1,0.3350007,,,0.009390705133582864,1.0,,0.3350007
Commd3,0.5913197,,,0.009723363098535158,1.0,,0.5913197
Eif4a3,0.6279047,,,0.01006648421613908,1.0,,0.6279047
Taf10,0.6826234,,,0.010471791953814525,1.0,,0.6826234
Spink4,0.568578,,,0.011437244923199847,1.0,,0.568578
Dnaja2,0.60406196,,,0.011662229001884917,1.0,,0.60406196
Manf,0.68133444,,,0.012124007449910018,1.0,,0.68133444
Emc7,0.4634169,,,0.012182854490821036,1.0,,0.4634169
Rab11a,0.32152694,,,0.012360917055933228,1.0,,0.32152694
Ddost,0.4561046,,,0.012360917055933228,1.0,,0.4561046
Ptges3,0.45709404,,,0.01260191810949931,1.0,,0.45709404
Minos1,0.30604768,,,0.01260191810949931,1.0,,0.30604768
Anxa6,1.3657153,,,0.01260191810949931,1.0,,1.3657153
Cfi,1.6731377,,,0.012847069785294528,1.0,,1.6731377
Serf1,0.6314307,,,0.013033693338736252,1.0,,0.6314307
Afg3l2,1.0686737,,,0.013222710703628779,1.0,,1.0686737
Snx6,0.6178017,,,0.013870388193914797,1.0,,0.6178017
Ppa1,0.64785326,,,0.014137202621724023,1.0,,0.64785326
Cdc42,0.41600895,,,0.014137202621724023,1.0,,0.41600895
Cib1,0.514607,,,0.014272300467536695,1.0,,0.514607
Yeats4,0.5995998,,,0.014272300467536695,1.0,,0.5995998
Mdh2,0.29655328,,,0.014545917078252923,1.0,,0.29655328
Myl7,1.0307951,,,0.014824148255358664,1.0,,1.0307951
Bex2,0.5798005,,,0.014965014459668807,1.0,,0.5798005
Marveld3,1.0056779,,,0.015540340259246175,1.0,,1.0056779
Uqcrfs1,0.3146813,,,0.015835235145743136,1.0,,0.3146813
Nek1,0.83826256,,,0.015984519718066525,1.0,,0.83826256
Smn1,1.1112257,,,0.01621076664002968,1.0,,1.1112257
Pcmt1,0.64349353,,,0.01643982304981182,1.0,,0.64349353
Gclm,0.5361009,,,0.016594102351839175,1.0,,0.5361009
Ftl1,0.19864088,,,0.016594102351839175,1.0,,0.19864088
Efnb1,2.3985662,,,0.016906479645978065,1.0,,2.3985662
Gm15308,0.7386233,,,0.017064594914973925,1.0,,0.7386233
Dbnl,0.5129998,,,0.017384722194967984,1.0,,0.5129998
Vcp,0.31173366,,,0.017628261820276877,1.0,,0.31173366
Acot7,0.56385773,,,0.018124326819503777,1.0,,0.56385773
Dnajc5,0.691016,,,0.018292376967570346,1.0,,0.691016
Pitpna,0.6379455,,,0.01854700979783891,1.0,,0.6379455
Pdap1,0.23418424,,,0.018891342046318087,1.0,,0.23418424
Stub1,0.46484408,,,0.02069815131573254,1.0,,0.46484408
Stmn1,0.55306077,,,0.02069815131573254,1.0,,0.55306077
Bad,0.55085677,,,0.02098177642186274,1.0,,0.55085677
Tmem41a,1.1569476,,,0.021172736029763047,1.0,,1.1569476
Mrps24,0.44421467,,,0.022050908575136214,1.0,,0.44421467
Sumo2,0.3005448,,,0.02255234198494604,1.0,,0.3005448
Carkd,0.34494227,,,0.023063656839397702,1.0,,0.34494227
Arl4a,0.55715513,,,0.023270984602552985,1.0,,0.55715513
Tpm1,0.4111432,,,0.023375253909932506,1.0,,0.4111432
Golgb1,0.5802514,,,0.02369049872569409,1.0,,0.5802514
Bola2,0.67221165,,,0.023902705390347043,1.0,,0.67221165
Cmas,0.5302608,,,0.024332068991873203,1.0,,0.5302608
Tspan1,0.7728592,,,0.02444044868673252,1.0,,0.7728592
Sdf2l1,0.82195675,,,0.024658463654974965,1.0,,0.82195675
Ly6e,0.29002875,,,0.02532264660867828,1.0,,0.29002875
Eif3i,0.44663978,,,0.025660505338900567,1.0,,0.44663978
Lyrm2,1.1738502,,,0.02577398807427567,1.0,,1.1738502
Ubb,0.15387681,,,0.026002256203788154,1.0,,0.15387681
Mlf2,0.3826334,,,0.02728922164575273,1.0,,0.3826334
Cnot4,0.6884581,,,0.027770650106097885,1.0,,0.6884581
Nt5c,0.4319114,,,0.02801409856889135,1.0,,0.4319114
Hsbp1,0.33454654,,,0.029641792203325208,1.0,,0.33454654
Psmc5,0.34586078,,,0.029770301865368665,1.0,,0.34586078
Snd1,0.8468493,,,0.029770301865368665,1.0,,0.8468493
Rit1,1.2193251,,,0.030289142109376825,1.0,,1.2193251
Fermt1,0.60939246,,,0.030551462910685254,1.0,,0.60939246
0610012G03Rik,0.48064533,,,0.030683353428441775,1.0,,0.48064533
Uba1,0.4386942,,,0.030683353428441775,1.0,,0.4386942
Sdhb,0.36202163,,,0.03108196248408585,1.0,,0.36202163
Zcchc12,0.5677228,,,0.031215816082345256,1.0,,0.5677228
Lgals4,0.48044595,,,0.031485007715490045,1.0,,0.48044595
Hadhb,0.49820805,,,0.03244291574856717,1.0,,0.49820805
Cdk4,0.33406317,,,0.033001420551609865,1.0,,0.33406317
Cdkn1a,0.10240896,,,0.033001420551609865,1.0,,0.10240896
Banf1,0.50497854,,,0.033854600706760905,1.0,,0.50497854
Pcbd1,0.23125784,,,0.03414315378906026,1.0,,0.23125784
Vps26b,1.3698554,,,0.03428821690393793,1.0,,1.3698554
Tob1,0.4717674,,,0.0347265703072636,1.0,,0.4717674
Edf1,0.21212588,,,0.0347265703072636,1.0,,0.21212588
Atxn10,0.47305527,,,0.0347265703072636,1.0,,0.47305527
Spcs2,0.33582276,,,0.03516970099280971,1.0,,0.33582276
Psmd2,0.4580844,,,0.03531847979279383,1.0,,0.4580844
1110012L19Rik,0.83387375,,,0.035918977747998355,1.0,,0.83387375
Flot1,0.453914,,,0.03607045543171012,1.0,,0.453914
Aldoa,0.31301925,,,0.036222477403637904,1.0,,0.31301925
Defa26,2.7093813,,,0.036222477403637904,1.0,,2.7093813
Wbp11,0.65041816,,,0.036990804479606475,1.0,,0.65041816
Ddx27,0.8572484,,,0.037458429101030116,1.0,,0.8572484
