,logFC,AveExpr,t,P.Value,adj.P.Val,B,abs.log2FC
Defa24,1.6040423,,,2.8905736643001144e-57,5.079605100274591e-53,,1.6040423
Lyz1,2.1336367,,,5.1078515007160345e-51,4.488013721104144e-47,,2.1336367
Gm15284,1.7527758,,,2.7342746346450735e-48,1.6016469384872627e-44,,1.7527758
Fabp1,2.1981337,,,4.3938677536718604e-35,1.93033595088189e-31,,2.1981337
Itln1,2.1143315,,,6.374731990696303e-35,2.2404633054501225e-31,,2.1143315
Gm14851,1.8685092,,,4.0533996075133465e-26,1.187173188380534e-22,,1.8685092
Gm14850,1.4927648,,,3.703784278117e-24,9.298085874192864e-21,,1.4927648
AY761184,1.3623796,,,1.4933798493707642e-20,3.280395511624055e-17,,1.3623796
Defa17,1.3528194,,,2.212005478393645e-19,4.319063585756836e-16,,1.3528194
Defa20,0.9012444,,,2.261527087499974e-14,3.9741815508637046e-11,,0.9012444
Ubb,0.28362796,,,1.5394301817340452e-11,2.459309689419307e-08,,0.28362796
Defa21,0.9681185,,,1.9444358127619665e-09,2.84746421147217e-06,,0.9681185
Hmgn3,0.69613516,,,3.5943232018949854e-09,4.695738888554494e-06,,0.69613516
Fabp2,0.90203476,,,5.065846442511003e-09,5.934807968949724e-06,,0.90203476
Gm7861,1.3393517,,,2.0122545258831757e-08,2.2100842989590654e-05,,1.3393517
Mtch1,0.50084716,,,2.4125685736044132e-08,2.4938863261147266e-05,,0.50084716
Hsp90aa1,0.43584886,,,2.9037483068629583e-08,2.8348649442501534e-05,,0.43584886
Gnas,0.34056142,,,2.0494156020420405e-07,0.00018954937039307776,,0.34056142
Serpinb1a,0.46828043,,,4.760587109644121e-07,0.0003983704632275054,,0.46828043
Oaz1,0.18112317,,,7.862574517031822e-07,0.000600734878207827,,0.18112317
Dhrs4,0.630549,,,1.1263213286546682e-06,0.0008247018628520203,,0.630549
Defa22,0.7321174,,,1.507042454477789e-06,0.0010593302821015275,,0.7321174
Spink4,0.54944324,,,2.634674425481487e-06,0.0017506461276541295,,0.54944324
Sct,0.7754319,,,4.433367670905521e-06,0.0026864679338214734,,0.7754319
Vim,0.50908095,,,6.0597275949038965e-06,0.0035495864341748727,,0.50908095
Chchd2,0.18477292,,,7.609232854057231e-06,0.0043134531917531525,,0.18477292
Tuba4a,0.6092116,,,8.320366483544358e-06,0.004569181256728906,,0.6092116
Sec61b,0.33026764,,,9.48126626242913e-06,0.0050489179402929425,,0.33026764
Tuba1a,0.52286476,,,1.3741402276662593e-05,0.006899361777365478,,0.52286476
Tubb4b,0.43924218,,,1.7062161492121268e-05,0.008328704552806862,,0.43924218
Hras,0.6645393,,,1.8881644007664994e-05,0.008785012011199725,,0.6645393
Vcp,0.478029,,,1.899678236075739e-05,0.008785012011199725,,0.478029
Gm15308,0.68174005,,,2.160752103323982e-05,0.009622594139614863,,0.68174005
Psmb3,0.3786226,,,2.903328534580518e-05,0.012443949350776449,,0.3786226
Maged1,0.39987004,,,3.543438930060108e-05,0.014825917218558637,,0.39987004
Tpi1,0.3581794,,,4.0829771363216964e-05,0.01668608307362353,,0.3581794
Cdkn1c,0.8363517,,,5.002350360981716e-05,0.018420189689820867,,0.8363517
Ppia,0.15399197,,,5.031406732552219e-05,0.018420189689820867,,0.15399197
Vil1,0.48490292,,,6.749528105782551e-05,0.02325675635351309,,0.48490292
Isyna1,0.623798,,,7.02904894119229e-05,0.023589306896568497,,0.623798
Tpt1,0.13217719,,,9.102037656228275e-05,0.029620390320907308,,0.13217719
Gale,0.62532634,,,0.00010073199528385621,0.03218478823860373,,0.62532634
Dnaja1,0.3551646,,,0.00010329045076285751,0.0324129123438517,,0.3551646
Ybx1,0.35936913,,,0.00010532263123440624,0.03247078243302142,,0.35936913
Zg16,0.48908454,,,0.00011375601298079226,0.0340465415196815,,0.48908454
Srp14,0.37130028,,,0.00011841212432343968,0.034680937678930095,,0.37130028
Olfm1,0.56960374,,,0.00013394075364515023,0.03796356231945524,,0.56960374
Psma3,0.40631342,,,0.00013709925816648587,0.03805921100583537,,0.40631342
Pcbd1,0.29405978,,,0.00013860977091978966,0.03805921100583537,,0.29405978
Cited2,0.3979007,,,0.00014600124805389626,0.039471998954632596,,0.3979007
Mrfap1,0.28514788,,,0.00021911312373468193,0.05651455286586271,,0.28514788
Rap1b,0.369764,,,0.0002219031552805171,0.05651455286586271,,0.369764
Clps,0.8289994,,,0.000299561772670267,0.07311387543242502,,0.8289994
Arf1,0.3218108,,,0.0003649236163780927,0.08784661247414004,,0.3218108
Prdx1,0.19348933,,,0.00037493748261278734,0.08903751867506096,,0.19348933
Map2k2,0.39512646,,,0.0003864477741794879,0.08958587541111608,,0.39512646
Hsp90ab1,0.19338845,,,0.0003874424703377239,0.08958587541111608,,0.19338845
Rnpep,0.37449685,,,0.00041628480954351144,0.09500484361179386,,0.37449685
Ly6e,0.5752365,,,0.0004797780976460831,0.10809154499916176,,0.5752365
Nedd8,0.32057962,,,0.0005165978085109888,0.11491358593624819,,0.32057962
Tonsl,0.44750068,,,0.000523808829582504,0.11506115702816679,,0.44750068
Gnai2,0.27581152,,,0.000613377147355477,0.13307255074663948,,0.27581152
Hnrnpk,0.29323015,,,0.0006749259300047607,0.14119611152349595,,0.29323015
Cct8,0.47238976,,,0.0007086829993462495,0.14314582008634072,,0.47238976
Psmb6,0.2666218,,,0.0008383038535376135,0.1655226249237807,,0.2666218
Dbi,0.36354852,,,0.0008511650046383793,0.16577459433038796,,0.36354852
Llph,0.4545005,,,0.0008584469404236786,0.16577459433038796,,0.4545005
Ppp2ca,0.4397133,,,0.000882246287259812,0.1667066022152331,,0.4397133
Gpx2,0.3997042,,,0.0009288776161254177,0.17365070583161665,,0.3997042
Nhp2l1,0.46903098,,,0.0009487343143472771,0.17549587480026,,0.46903098
Gfra3,0.4180517,,,0.0011330821993047508,0.20112781301396349,,0.4180517
Elf3,0.40389034,,,0.0011666184390267962,0.20334243466054933,,0.40389034
Aplp1,0.28052565,,,0.0012548835348840707,0.21405398242903276,,0.28052565
Ube2e1,0.4282804,,,0.001266807840017038,0.21405398242903276,,0.4282804
Aig1,0.56376195,,,0.0013039798330079832,0.21617771325895555,,0.56376195
Zdhhc3,0.4351014,,,0.0013264511409229992,0.2164670498064041,,0.4351014
Eif5a,0.2860682,,,0.0013303614282758574,0.2164670498064041,,0.2860682
Dnajc8,0.47482368,,,0.0013870475404432244,0.22158714934735257,,0.47482368
Rwdd1,0.3830886,,,0.0014009467981968983,0.22179133409652335,,0.3830886
Nme1,0.2772728,,,0.0014569859856314064,0.22860370290625628,,0.2772728
Akr1c12,0.46389195,,,0.0015027711163614309,0.23370085688335773,,0.46389195
Cct7,0.3970471,,,0.0015266018496546032,0.23532433599982758,,0.3970471
Cyth2,0.51834404,,,0.001558011625729635,0.23807772433866847,,0.51834404
Defa-rs1,1.7082914,,,0.0017532371059510224,0.2656003074385976,,1.7082914
Hint1,0.21583697,,,0.0018347014094711289,0.27556587921911235,,0.21583697
Eif3a,0.35861927,,,0.0019383724404148837,0.2886696516560233,,0.35861927
Krt8,0.2046888,,,0.001970731617769044,0.291022409403827,,0.2046888
Calr,0.35088584,,,0.002018476377516351,0.2955890448507903,,0.35088584
Pitpna,0.5937194,,,0.002064932156044454,0.2998929981666875,,0.5937194
Arpc5,0.287866,,,0.0021099716455579955,0.30392239120812015,,0.287866
Ppa1,0.43367687,,,0.0021304110954753685,0.3041494581877685,,0.43367687
H3f3a,0.12744233,,,0.0022114967174327723,0.30843358583687386,,0.12744233
Eif4a1,0.28499252,,,0.002348982761325536,0.3243074973308473,,0.28499252
Ang4,0.6476882,,,0.0023622238467164657,0.3243074973308473,,0.6476882
Med21,0.5827384,,,0.002794217641770712,0.3748304322048605,,0.5827384
Rrp1,0.3367944,,,0.0028268965582241047,0.3763413122550924,,0.3367944
H2afy,0.3585885,,,0.002992289780669669,0.3924142411620007,,0.3585885
Calm3,0.25613227,,,0.003025410726395795,0.39381883477743196,,0.25613227
Defa26,1.7154325,,,0.0031908411979836688,0.412298914501228,,1.7154325
Ube2s,0.2897106,,,0.00343668099748639,0.43762895049875605,,0.2897106
Agr2,0.38792473,,,0.0036224246092150057,0.45796307667435465,,0.38792473
Cct3,0.36002848,,,0.003685675148064118,0.4593501374250407,,0.36002848
Actg1,0.13897027,,,0.003747904997078537,0.4613800880381851,,0.13897027
Ndufs5,0.34346834,,,0.0037702151060799525,0.4613800880381851,,0.34346834
Ncln,1.0073043,,,0.0038008325031348403,0.4613800880381851,,1.0073043
Dctn2,0.39924717,,,0.004023715535189575,0.48101192584956737,,0.39924717
Hn1,0.2964129,,,0.004075798952403621,0.48394604723370827,,0.2964129
Cdc42,0.30437392,,,0.004163965879019734,0.489625724889963,,0.30437392
Snx3,0.3259039,,,0.0042447917640836335,0.489625724889963,,0.3259039
Mdh1,0.29295236,,,0.004401355837413139,0.49739125584621086,,0.29295236
Naa10,0.59820324,,,0.004460219534747221,0.49739125584621086,,0.59820324
Grb7,0.5335669,,,0.004512608689293604,0.4987425943204812,,0.5335669
Sec13,0.44957402,,,0.004874641251465488,0.5242584650388246,,0.44957402
Bex2,0.29713383,,,0.004877209035642207,0.5242584650388246,,0.29713383
Taldo1,0.25096327,,,0.004892641453728289,0.5242584650388246,,0.25096327
Ran,0.28501716,,,0.004980929186809627,0.5304840521200338,,0.28501716
Capzb,0.3176271,,,0.005073316088918526,0.5366599930065872,,0.3176271
Katna1,0.8075865,,,0.0057377748883236735,0.5931171653677171,,0.8075865
Rpl10,0.08582165,,,0.006017382129494197,0.6092552903153274,,0.08582165
Mrpl18,0.40753683,,,0.006039151018894575,0.6092552903153274,,0.40753683
Psmb4,0.2512712,,,0.006067243828895595,0.6092552903153274,,0.2512712
Pycr2,0.29786676,,,0.006331923523630232,0.6188066044162727,,0.29786676
Pdap1,0.29032794,,,0.006338427633012523,0.6188066044162727,,0.29032794
Bud31,0.31894106,,,0.006449921279913992,0.6203214423454121,,0.31894106
Ap3s1,0.38408762,,,0.00645984316560692,0.6203214423454121,,0.38408762
