,logFC,AveExpr,t,P.Value,adj.P.Val,B,abs.log2FC
Defa24,1.6810156,,,1.3184605765751702e-26,2.3169307712155463e-22,,1.6810156
Lyz1,2.4709291,,,6.088110232690547e-25,5.349318055953549e-21,,2.4709291
Gm15284,1.8916059,,,8.972122376025188e-23,5.255570217129688e-19,,1.8916059
Defa17,2.1784549,,,2.5342052405787673e-17,1.1133397173172669e-13,,2.1784549
Gm14851,2.3652084,,,2.9253156000594467e-16,8.806436894859638e-13,,2.3652084
Fabp1,2.336132,,,3.0068071114299107e-16,8.806436894859638e-13,,2.336132
Gm14850,1.7663456,,,6.684387665149882e-16,1.6780677777096984e-12,,1.7663456
Itln1,1.9346406,,,5.530438167479357e-14,1.2148298739639343e-10,,1.9346406
AY761184,1.5645188,,,3.3507233883838013e-12,6.5424735671187265e-09,,1.5645188
Defa20,1.1632104,,,7.43506212309398e-11,1.306563466891305e-07,,1.1632104
Fabp2,1.3035578,,,7.950400557720607e-09,1.2701126272802203e-05,,1.3035578
Defa22,1.2911568,,,1.5399601307255927e-07,0.0002255143281436737,,1.2911568
Cdkn1c,1.2154078,,,3.5429160295665735e-07,0.0004789204875967184,,1.2154078
Ubb,0.37279233,,,1.3520832884253311e-06,0.0016971542591070247,,0.37279233
Defa21,1.2353228,,,1.5314010713570882e-06,0.0017940874017972075,,1.2353228
Gm15308,1.1150602,,,2.921936880469377e-06,0.003209199800030522,,1.1150602
Clps,1.717919,,,4.291909204509205e-06,0.004291137081979934,,1.717919
Gm7861,1.6582773,,,4.395405876949798e-06,0.004291137081979934,,1.6582773
Akr7a5,0.7691404,,,6.26596006949667e-06,0.005795353489540262,,0.7691404
Acaa2,1.0473828,,,9.448804190928935e-06,0.008302191802359709,,1.0473828
Myl6,0.41200057,,,1.84540162469926e-05,0.015413443205131903,,0.41200057
Calm1,0.29502034,,,1.929640644812507e-05,0.015413443205131903,,0.29502034
Sct,1.0365098,,,2.382301347257394e-05,0.01820181807624095,,1.0365098
Acadl,0.7277253,,,4.80340003217379e-05,0.03517089531891251,,0.7277253
Phlda1,0.80069464,,,5.612191270344506e-05,0.0394492148775056,,0.80069464
Scp2,0.45126197,,,6.323818825036447e-05,0.04274171854321749,,0.45126197
Cd81,0.35473,,,7.021890835089735e-05,0.045702106535197004,,0.35473
Acot1,1.1492174,,,7.527115183288533e-05,0.04724071254140335,,1.1492174
Aamp,0.68077815,,,0.0001227639615970978,0.06959132571438063,,0.68077815
Serpinb1a,0.70843655,,,0.0001390257111554386,0.07634683819170383,,0.70843655
Ppa1,0.7252779,,,0.00015063668046811694,0.07942938029938074,,0.7252779
Ucp2,0.5297118,,,0.0001536788784031722,0.07942938029938074,,0.5297118
Ang4,1.2375107,,,0.00018499878557011907,0.09150235670178841,,1.2375107
Rbp2,0.71175927,,,0.0001995249095264787,0.0947635468948327,,0.71175927
Etfb,0.51487046,,,0.0002588327536266743,0.1196965257758302,,0.51487046
Spink4,0.47882378,,,0.0003157693250041846,0.14185253043155535,,0.47882378
Dad1,0.42531005,,,0.0003228874533239751,0.14185253043155535,,0.42531005
Gstz1,0.732123,,,0.0003665285694143201,0.15709772073945968,,0.732123
Tmigd3,1.0693915,,,0.0004261687148100687,0.1723461939127314,,1.0693915
Eif4e,0.7836632,,,0.00043152748717692946,0.1723461939127314,,0.7836632
Ppp1ca,0.5844277,,,0.0005410778278509032,0.21129690375164273,,0.5844277
Ppia,0.29405195,,,0.0006926723471718245,0.25359023243438483,,0.29405195
Psmc4,0.7399273,,,0.0008494945124700228,0.2985633413527142,,0.7399273
Tpi1,0.36428463,,,0.00089089653499417,0.30697499626377545,,0.36428463
Cd24a,0.38447025,,,0.0011675413280572639,0.3843944436005718,,0.38447025
Lgals2,0.33270252,,,0.0011743543622715765,0.3843944436005718,,0.33270252
Tagln2,0.4589174,,,0.001181204117363619,0.3843944436005718,,0.4589174
Defa3,3.833463,,,0.0012517610802807529,0.3999490447958849,,3.833463
Pdap1,0.45309767,,,0.0013767395783604159,0.4268625861020529,,0.45309767
Chchd2,0.21516351,,,0.0013966497040704853,0.4268625861020529,,0.21516351
Hist1h2bc,0.5483363,,,0.0014127686047485557,0.4268625861020529,,0.5483363
Glrx,0.6017404,,,0.0015746804025736042,0.46119764524043244,,0.6017404
Spcs1,0.41385865,,,0.0017047325177719096,0.49110269729189787,,0.41385865
Slc25a5,0.46118197,,,0.0017535247509010798,0.4970111362513657,,0.46118197
Cdc42,0.49374524,,,0.0019023747902231593,0.5306417807712949,,0.49374524
Eci2,0.51616186,,,0.00196180813766128,0.5386696000487762,,0.51616186
Fxyd6,0.65763533,,,0.0021385918686622806,0.5694162864848826,,0.65763533
Hsp90aa1,0.37409574,,,0.002192586479160832,0.5750794357954224,,0.37409574
Atp5o,0.43120155,,,0.002468222510108301,0.6378540319137231,,0.43120155
Syngr2,0.86497396,,,0.002745268005662495,0.6967024016857708,,0.86497396
Rogdi,0.53916454,,,0.0028207407276638137,0.6978392821295012,,0.53916454
Gnas,0.28364426,,,0.0028591833103809305,0.6978392821295012,,0.28364426
Hmgcs2,2.016622,,,0.002937506985742829,0.7071343871295717,,2.016622
Sod1,0.49481338,,,0.0029934932445329194,0.7108737403537431,,0.49481338
Ppp1r14c,0.5666112,,,0.0032186778168914096,0.7541576703497699,,0.5666112
Ufm1,0.6593424,,,0.0032795259877883643,0.7583040813605911,,0.6593424
Cyb5b,0.6309369,,,0.0033862797984011896,0.7728194142507027,,0.6309369
Gspt1,0.73973066,,,0.003835550624868654,0.8425266391352106,,0.73973066
Dhrs4,0.5515327,,,0.00417173167131807,0.8569095685472671,,0.5515327
Cbr1,0.6187642,,,0.004182655427539896,0.8569095685472671,,0.6187642
Gnai2,0.5570829,,,0.0043610007927160745,0.8754093959493996,,0.5570829
Creb3l3,1.1984133,,,0.004383772084649585,0.8754093959493996,,1.1984133
Pnliprp2,1.5143015,,,0.004464322865396992,0.8814780417260824,,1.5143015
Ptges3,0.5170819,,,0.004726289493427949,0.9093582912621764,,0.5170819
Upp1,0.519239,,,0.0048001103013676615,0.9093582912621764,,0.519239
Sox4,0.57319456,,,0.004812514715039117,0.9093582912621764,,0.57319456
Ctsh,0.61031395,,,0.005027875243760735,0.939945230410717,,0.61031395
Lgals4,0.3238478,,,0.0051984010942032095,0.9515781502961772,,0.3238478
Arpc1b,0.4883966,,,0.005374135709864373,0.9636702737698636,,0.4883966
Fam183b,0.37284026,,,0.005654986615808753,1.0,,0.37284026
Atp6v0d1,0.5790791,,,0.006131968406007192,1.0,,0.5790791
Mdh2,0.46352306,,,0.006545869868217318,1.0,,0.46352306
Acaa1a,0.46767274,,,0.006562279487370261,1.0,,0.46767274
Fkbp1a,0.29612258,,,0.006795930614894426,1.0,,0.29612258
Scarb1,0.49966612,,,0.007807090804509604,1.0,,0.49966612
Eif6,0.54659617,,,0.00790362118801744,1.0,,0.54659617
Klk1,0.93545884,,,0.008300520872883434,1.0,,0.93545884
Prdx1,0.31474605,,,0.008443592447220632,1.0,,0.31474605
Twf1,0.6025362,,,0.008443592447220632,1.0,,0.6025362
Tspan1,0.45716485,,,0.008526334188203383,1.0,,0.45716485
Slc35b1,0.50262535,,,0.008609800146456303,1.0,,0.50262535
Fmo1,0.9878259,,,0.008651806397959066,1.0,,0.9878259
Hspe1,0.43973765,,,0.008715159276865232,1.0,,0.43973765
Gm21002,1.7791647,,,0.008907712669481491,1.0,,1.7791647
Jund,0.5151489,,,0.008951014917095466,1.0,,0.5151489
Cox7a2l,0.2392423,,,0.009259430955526705,1.0,,0.2392423
Sars,0.6951174,,,0.009646661557896436,1.0,,0.6951174
Atp5g1,0.22291623,,,0.010000256036551787,1.0,,0.22291623
Pdhb,0.7510792,,,0.010365348699851971,1.0,,0.7510792
Srsf7,0.52188134,,,0.010665913469339634,1.0,,0.52188134
Cth,0.7030324,,,0.010793419320354117,1.0,,0.7030324
Ndufab1,0.37578428,,,0.010819082491721872,1.0,,0.37578428
Mdh1,0.3436453,,,0.010819082491721872,1.0,,0.3436453
Zfp706,0.32576317,,,0.011343863010542717,1.0,,0.32576317
Cib1,0.32732004,,,0.011343863010542717,1.0,,0.32732004
Tubb4b,0.41282442,,,0.01183536068798191,1.0,,0.41282442
Cdx2,0.50807023,,,0.01183536068798191,1.0,,0.50807023
Grb2,0.59107107,,,0.012259272674644653,1.0,,0.59107107
Arpc3,0.28148025,,,0.012608031667328927,1.0,,0.28148025
Psme1,0.5086326,,,0.01263748760071348,1.0,,0.5086326
Tuba1a,0.5065198,,,0.012667004437633756,1.0,,0.5065198
Psmb5,0.48109713,,,0.0127262212447572,1.0,,0.48109713
Cotl1,0.33345804,,,0.01281550587721711,1.0,,0.33345804
Perp,0.5463429,,,0.012845390358404542,1.0,,0.5463429
Pten,0.64313114,,,0.013086694426685627,1.0,,0.64313114
Tff3,0.29769227,,,0.013331998682554622,1.0,,0.29769227
Cd63,0.34925196,,,0.013487369765173925,1.0,,0.34925196
Jun,0.79873097,,,0.01354996482079327,1.0,,0.79873097
Dnttip2,1.1552353,,,0.013612816401999362,1.0,,1.1552353
Paip2,0.46968263,,,0.014157536730734497,1.0,,0.46968263
Abcf1,0.5449008,,,0.014288467943978821,1.0,,0.5449008
