,logFC,AveExpr,t,P.Value,adj.P.Val,B,abs.log2FC
Defa24,1.6373317,,,8.548571033628701e-33,1.5022403877395717e-28,,1.6373317
Gm15284,1.995511,,,6.487526024113746e-30,4.570807847164349e-26,,1.995511
Lyz1,2.2599733,,,7.803120435607492e-30,4.570807847164349e-26,,2.2599733
Gm14851,2.40703,,,4.493971753884558e-19,1.9743141407753335e-15,,2.40703
Gm14850,1.9005135,,,3.925926065111e-18,1.3798059748439121e-14,,1.9005135
AY761184,1.8594921,,,4.97177157768141e-18,1.456149032243257e-14,,1.8594921
Fabp1,1.991146,,,1.8933991114554758e-17,4.7532432265152967e-14,,1.991146
Itln1,1.8276355,,,1.0362053837817133e-16,2.276154651149506e-13,,1.8276355
Defa17,1.4925268,,,8.10348821958725e-12,1.582251094253408e-08,,1.4925268
Defa20,1.1197917,,,3.568394668456009e-11,6.270739950877745e-08,,1.1197917
Fabp2,0.9816902,,,3.9673379668745625e-09,6.338002735626063e-06,,0.9816902
Defa21,1.2801801,,,7.230370256990904e-09,1.0588274710508431e-05,,1.2801801
Defa22,1.0062084,,,1.1048155146525082e-06,0.0012134326899367828,,1.0062084
Gm7861,1.8080608,,,1.5578912294385454e-06,0.0016104013279366798,,1.8080608
Clps,1.492473,,,7.681345780115783e-06,0.007499127188554147,,1.492473
Tuba4a,0.59453005,,,3.247309206199028e-05,0.023221396268207562,,0.59453005
H2-K1,0.5337382,,,3.419616480537945e-05,0.023221396268207562,,0.5337382
Glod5,0.69730747,,,7.801433129506552e-05,0.05077577199437727,,0.69730747
Tspan1,0.4430627,,,0.00011311999611375225,0.0685468169554127,,0.4430627
Mdh2,0.30684552,,,0.00014171042539950858,0.07782116579829888,,0.30684552
Pitpna,0.7580062,,,0.00020208453386906037,0.10444798569649993,,0.7580062
Ppa1,0.564306,,,0.00021538143739770787,0.10603118266206497,,0.564306
Prdx1,0.31493324,,,0.00021721519238800086,0.10603118266206497,,0.31493324
Gm15308,0.87399906,,,0.00024090131898936036,0.11281992449571789,,0.87399906
Calm3,0.38817632,,,0.00024396273435595972,0.11281992449571789,,0.38817632
Ftl1,0.18120913,,,0.00028902972876150806,0.12697798558814952,,0.18120913
Fars2,0.7290526,,,0.0004812507911877774,0.19667488729169333,,0.7290526
Cfi,1.3555598,,,0.0006079633788524901,0.2428122831039729,,1.3555598
Ly6e,0.5415255,,,0.000797114518083715,0.3112820761396694,,0.5415255
Taldo1,0.28973487,,,0.0008174987244666326,0.3123022844576551,,0.28973487
Wasf2,0.84712386,,,0.0008918535034059743,0.3334583322415572,,0.84712386
Gmds,0.34911257,,,0.000923313508704789,0.3375567240145795,,0.34911257
Tpi1,0.4138283,,,0.0009412325429189322,0.3375567240145795,,0.4138283
Psmc3,0.562367,,,0.000970574317917988,0.34111804977545607,,0.562367
Defa-rs1,2.0477536,,,0.0009950357990085896,0.34285811952897927,,2.0477536
Surf4,0.64801145,,,0.0010718867812113558,0.36016312938285044,,0.64801145
Cdkn1c,0.6977568,,,0.0011806749609587978,0.38422224238757324,,0.6977568
Gnas,0.236102,,,0.001292297719242446,0.40552763964727684,,0.236102
Ang4,0.8438912,,,0.0014321317727093064,0.4188462112510604,,0.8438912
0610011F06Rik,0.42285135,,,0.0014374701624546241,0.4188462112510604,,0.42285135
Cd81,0.29509035,,,0.0014946412948962234,0.4188462112510604,,0.29509035
Ech1,0.5466083,,,0.001525417260574055,0.4188462112510604,,0.5466083
Csnk2b,0.4396757,,,0.001525417260574055,0.4188462112510604,,0.4396757
Nt5c,0.36841062,,,0.0016362808188729342,0.44237481277006263,,0.36841062
Psma4,0.29255924,,,0.0017481029776069156,0.45175608272774015,,0.29255924
Mtch1,0.3897164,,,0.0021463209715422925,0.5379652229701385,,0.3897164
Ctsh,0.71001786,,,0.0022449728061319104,0.5479292655855008,,0.71001786
Abcb10,0.8704449,,,0.0023773074781751604,0.5622456800301202,,0.8704449
Spink4,0.43590704,,,0.0024114885560857086,0.5622456800301202,,0.43590704
