gene,p.value,logfc
Adi1,0.11815972754631489,0.18090138
4930427A07Rik,0.010759665370194276,0.45823315
Pak6,0.11867257810841068,1.1048915
Tmem131,0.01076872077965527,0.41929728
Ttc1,0.11874704026217975,0.19251925
Yjefn3,0.010774605536699977,1.8343217
Arg2,0.11890311811200331,0.4352474
Tcf19,0.01077593262378563,1.0057249
Adcy2,0.11936068910537984,1.387531
Cask,0.01079448530258605,0.7403112
4930453N24Rik,0.11997406497306956,0.2259617
Pcna,0.010806604716476726,0.3980426
Ndufa9,0.12025419102078487,0.12703933
Sh3rf2,0.01080336173150738,1.7623047
Lysmd4,0.12051037859210355,0.5416128
Hmga1-rs1,0.010839607630677876,0.80438703
Rbx1,0.12054188386118557,0.08040249
Setd7,0.010851186280428938,0.49180302
Ndor1,0.12065303136435404,0.527652
Herc2,0.01086105985823139,0.42862153
Brip1,0.12108694248921155,0.78524864
Cldn3,0.010865542725079036,0.16156806
Ppp6c,0.12136073063632162,0.19033317
Cdh17,0.010892391969663738,0.24765158
Gpm6a,0.12160046620557696,0.82893187
Ncapg2,0.010879751926095112,1.0038643
Urb1,0.121977016513812,0.83430296
Dag1,0.011028592872147927,0.31797552
Ndufa4,0.12195343812843418,0.057902873
Gm16897,0.011050518881597063,2.3340418
Tmem82,0.12212428924637567,0.37221205
Ephx1,0.011098471069155154,3.1326776
Prmt10,0.12225649963425186,0.45869437
Fbxo28,0.011085374833340255,0.47485632
Mettl6,0.12223435366325508,0.29902998
Rmdn3,0.011143692882228808,0.39860365
Lrrc25,0.12250494254252796,2.0013206
Tmem184c,0.011176735575093456,0.7107396
Rap1a,0.12271259697024267,0.15663302
Pde9a,0.011183834623063067,0.36570254
Srpk1,0.12289246659032912,0.16376732
Mast2,0.01121332820125658,0.45923036
Srrt,0.12293510121945236,0.19220388
Fancm,0.011223814864827052,1.2359242
Zkscan5,0.1230089766165199,0.46098754
Ccdc181,0.011299224340633624,0.5220837
Gmip,0.12371189560912962,0.51117927
Rpgrip1,0.011310410856187884,0.57386816
Prr3,0.12370306980679056,0.39042234
Mfsd6,0.011343168641794505,0.34725642
Nasp,0.12398931835988106,0.20357528
Thtpa,0.011357151661945475,0.4780943
Dpyd,0.12410691543612086,0.64082867
Gm684,0.01136310828331849,0.36174163
Exosc9,0.1242546753556443,0.2241845
Ipo7,0.011363735285975646,0.35685602
Lat2,0.12465149249903856,3.529205
Usp49,0.011419977892341055,0.3791924
Apold1,0.12483919756294204,3.7362921
Mocos,0.011486941048910843,2.2924259
Zfp799,0.12462278881128973,0.60531723
Prdm16,0.011475405235085043,0.64286375
Vmn1r4,0.1248329520269206,1.9838372
Ncoa1,0.011516584195424081,0.4577529
Ppfia4,0.1250688718715861,0.63234484
Ywhaz,0.01166281388568816,0.20363195
Gon4l,0.12533183439139922,0.21161008
Pknox1,0.011660711548211938,0.5075508
Srp19,0.12533658193555963,0.11316163
Ap1b1,0.011732885486630266,0.37073734
Tagln,0.12580244295999068,1.6194444
Lmo1,0.011735397116918083,1.804567
Ube2v2,0.12596744049089872,0.15118286
1110008P14Rik,0.011783429984357082,0.25954106
Spg20,0.12621958865673866,0.6526417
Pafah1b1,0.011826278692973022,0.20959331
Sorcs2,0.1263894926879639,0.49788123
Cnnm1,0.011859806835433992,2.5387702
Nudt5,0.1265629453761613,0.1869493
Zmynd8,0.011886173511575638,0.33142626
Soat2,0.12661703996527904,0.59230554
Mapkap1,0.011907279705794332,0.32326838
Zfp263,0.12674544524229725,0.2870409
Qdpr,0.0119775501144309,0.2979367
Plch1,0.12697499264724665,0.3417589
Fam208a,0.012164082498710541,0.5308686
Arfgap1,0.12718488283569446,0.28238705
Rcan3,0.01227490248320956,0.86622715
Yap1,0.12733404820242492,0.31823543
Cdhr2,0.012296658445247933,0.31583992
Dctn5,0.1275285533833847,0.21250148
Tmem219,0.012300242346171423,0.31544644
Cul4b,0.12764952955648098,0.43833604
H2-Q2,0.01230947884078531,0.52532226
Dhrs4,0.1278973205654861,0.16074353
Ipmk,0.01234356341103477,0.41602686
Ik,0.12833613958096576,0.1450782
Scrib,0.01235934034936112,0.5304553
Capg,0.12947062761020928,0.27414027
Ccbl2,0.012381348550511094,1.5158987
Prkrip1,0.12964376598309105,0.20804052
Pla2g10,0.01240656302352714,1.3798263
Glo1,0.12967512211475263,0.14239454
Gstm2,0.012414825242073473,0.95547366
Spaca6,0.1298504696128392,1.321953
Plcb4,0.012443839606966479,0.83140963
Hsbp1l1,0.12993265048309632,0.16201094
Pole,0.01244793156074726,1.1997901
AF067061,0.1302368380358085,1.7440939
Grn,0.012518785682455964,0.30229887
Zfp142,0.13040874370048397,0.6854013
Ccdc34,0.012533319411498907,0.31555557
Ngdn,0.13036973189545664,0.1729557
Guca2a,0.012536766438169318,0.4357506
Pcdhgc5,0.13094613214122167,1.5991188
Vdac1,0.01258445608006042,0.19602227
Smo,0.13087289307432248,0.6080321
Scin,0.012562456898803831,1.2416536
Lpar2,0.13101935039859,1.5024058
Ccnk,0.012588563820499114,0.4779452
Eif3g,0.1311202585806042,0.11407242
Basp1,0.012725704766248517,0.47074646
Pqlc2,0.13124616805476186,0.43084687
Gm17518,0.012817478869239977,3.3153605
Cdr2l,0.13131905348024875,0.74032956
Tppp,0.012817181709637807,2.8526838
Polr3k,0.1313223505143444,0.12592839
Afap1l1,0.012830699396253847,0.8653612
Tubb4a,0.13155036392883457,1.2053471
Ndufa8,0.012861489240199876,0.16654079
Hectd1,0.1314366815835275,0.16270459
Cish,0.012835355980431663,1.2085253
Pop4,0.13163867440316337,0.2575818
Mllt6,0.012863320721136495,0.5294372
Ppp1r3fos,0.13200295422985048,3.1486192
Mybl2,0.012900664138130838,1.2217578
Mrgpre,0.132113762012568,1.0219493
Tomm40l,0.012934161053452005,0.4741434
Ctsl,0.13216368387758728,0.2612949
Cyth1,0.012971800440384552,0.6589018
Pdk3,0.13221678504789122,0.29036558
Scarb2,0.01299222007320581,0.44757193
Glrx5,0.1323506968038463,0.12554312
2810417H13Rik,0.013019416540890089,0.56457454
Srp14,0.1326447941533209,0.09629508
Zfp879,0.013193952955233438,22.879326
Ctps,0.13278616329027562,0.31156498
Cmbl,0.013115016362222232,0.667249
Rabgap1,0.1328042372644871,0.1782648
Zdhhc2,0.01312350160255807,0.84659284
Csnk2b,0.13314049043462287,0.113874964
Lipo1,0.013131435103191562,0.52045524
Smg9,0.1332910137867581,0.2668582
Zyx,0.013171671298395646,0.5677917
Pcsk4,0.13345146140071876,0.9975592
Slc1a1,0.013206938854399622,1.0249274
Banf1,0.1333923794401733,0.11827608
Gatc,0.013242272497877343,0.45001283
Ppid,0.13364217255199323,0.16837387
Rps6ka6,0.013311199356240531,1.5593725
Rsbn1l,0.13392204369324112,0.16828474
Ctbp1,0.013355039119131369,0.19323048
Pde6g,0.13550970932785353,3.0841117
Rsph1,0.013356320326964526,0.6096773
Adrm1,0.13541954886540736,0.14469467
Gm12840,0.013406025411549666,2.2848704
Csnk2a2,0.1358797848541973,0.49239329
E130012A19Rik,0.013398932716087476,1.6625637
Thoc3,0.13597594996415382,0.20116504
Donson,0.013404167866704833,0.80247766
Dvl2,0.13602374874443732,0.48041847
Ifitm3,0.013420956926917919,0.38671118
Pdcl3,0.1360208995305098,0.16606578
Adck4,0.013477660880781289,0.61054313
Gtf2e1,0.1363451720433048,0.4155939
Efcab11,0.013552913959531277,1.7489774
Gps1,0.13682631694264125,0.15668058
Cd300lf,0.013596991349857677,0.40446022
Atg12,0.13686690422883144,0.20837714
Endod1,0.01372408221519752,0.6106755
5430416N02Rik,0.13766300370845627,0.45795745
Gm10036,0.013741359914854171,0.36648405
Bpnt1,0.13795121767588214,0.20809625
0610009O20Rik,0.013827200524095376,0.47599202
1810013L24Rik,0.13844839435275402,0.2693368
Cct6b,0.013834852890352946,2.2184653
Nsmaf,0.13859800050579302,0.65909714
Tor1aip1,0.013844365084587104,0.43677524
RP23-60P18.10,0.13887506387498869,0.61290735
Setx,0.01389299542076737,0.5548757
Pdk4,0.13916347899946985,2.2645073
AK010878,0.013942239470427725,0.38637397
Pusl1,0.1389748958249117,0.3243443
Atg4d,0.013970653941867816,0.30928645
Dctn3,0.1390278699522984,0.09948594
Gcnt2,0.013957669357925667,0.9911323
Mrpl50,0.139110104087671,0.16692269
Sec24c,0.014028732673760074,0.3903488
Nup35,0.13923196240202998,0.28932378
Slc39a5,0.014040111211651534,0.5924986
Ptcd2,0.13947362876162087,0.2226031
Rnf185,0.014044511274356608,0.6579148
Tprkb,0.13978168389934165,0.20722213
Adora1,0.01405133602158444,0.68587893
Def8,0.13990640770085874,0.4841568
Nudt1,0.014088634357316847,0.4345266
0610031O16Rik,0.14014180770463042,1.1828107
Gm2a,0.014110894968426095,1.2519376
Nupr1,0.14014785136233163,0.7737582
Sycn,0.014202602924667813,1.3677028
Cyp2j9,0.1401568099047493,0.761087
Slc17a5,0.014311299960581293,0.5409175
Arnt2,0.1406361579479679,1.5389713
Csrp2,0.014375326909178178,0.3736299
Efhb,0.14083374351487943,3.1242461
Gm13139,0.014366751972123575,1.0381366
Pde12,0.14058267233869484,0.2682093
Dalrd3,0.014403405386187847,0.31161228
Mfsd9,0.14079808867841134,0.72327113
Rab10os,0.014398224854549639,0.4618842
Pycrl,0.14090566689564116,0.17455661
Armc6,0.014423307740296881,0.72020787
Taf8,0.14109140678020943,0.41479075
Clic5,0.014445042936140209,0.37121734
Ipp,0.1412573838664242,0.44867742
D17H6S53E,0.01451545531242598,0.6235422
Cirh1a,0.14125198405510736,0.30965012
Tbc1d31,0.01451553631736328,0.83809084
Rtel1,0.1415459487345002,0.5179548
Zbtb10,0.014587095442322541,2.1287713
Gm38393,0.14270815938317308,2.3438246
Gm9484,0.014689647101135735,22.72864
Il16,0.14284769869794872,0.9949068
Pds5b,0.01460029753693525,0.6571199
Mbtd1,0.1432374463131715,0.20905524
Zmym5,0.014621202864492004,0.36049917
Rbbp4,0.14353116209542416,0.1483154
Gm21967,0.01462187564097472,0.54169434
Cyp2c66,0.143826405848219,1.7436242
Fn3krp,0.014676650708293408,2.3104093
Zmat2,0.14405561125919902,0.13104092
Sri,0.014677950874049776,0.16635619
Trp53,0.1442487817907643,0.1838414
Trrap,0.014662998675863475,0.5175506
Nipal2,0.14442435483986132,0.24509138
Purb,0.014689903674987912,0.23226455
Ldah,0.14445615291803474,0.20171215
Asf1b,0.01469974475611452,0.74344885
Pcgf6,0.14457164849698792,0.3040957
Zfp703,0.014711559556341711,0.7573336
Tmem70,0.14480317618106836,0.17270452
Pard3,0.01475385478694128,0.40110168
Zfp935,0.14564477145380797,1.7716873
Romo1,0.014782049737721523,0.16023327
Rbbp7,0.14541705204286726,0.15090744
Enpp5,0.014759353816623825,0.47315606
Hdgfrp2,0.14550248502946822,0.23658608
Mlxip,0.014805553152775985,0.4879
Fopnl,0.14556140200124157,0.17241398
Gm26737,0.014931090047777198,22.96283
Gmcl1,0.14594539370407664,0.20062372
Ier3ip1,0.01485366062501643,0.20957613
Ankrd44,0.14609141400284503,0.49838328
Blm,0.014833806867851847,1.092042
Trub2,0.14630063596722973,0.3236157
Ptp4a3,0.014876907360961833,1.0911522
Map3k14,0.14679421673794651,0.48056749
Brdt,0.014993644921880272,22.780943
Metrn,0.14695268016285812,0.7870222
Gm28875,0.014899656253136188,0.70752627
Mrto4,0.14749228982662568,0.1745425
Nup85,0.014959354951701793,0.5903508
Pfkl,0.14788350033896766,0.2082705
Tmprss7,0.015007136121788535,1.4016646
Fahd2a,0.14817182610575036,0.2698039
Cldnd1,0.01504055924104556,0.26760116
Asun,0.1487615578488822,0.22535504
Gm26808,0.015060174261574352,1.3943393
Psmd13,0.14887833951954857,0.11907983
Gjb1,0.015107243412261585,0.61290205
Pdpk1,0.1493386395513627,0.1587655
Zfp598,0.015127859058543476,0.5254038
Ccnjl,0.1494012705304362,0.41243833
Coa3,0.015148302183922867,0.17893854
Rnh1,0.14988227661069023,0.11057745
Fgfbp3,0.015137929161901058,0.88803226
2900089D17Rik,0.15029398755608572,1.6611499
Zfp426,0.015214603592579803,0.6299114
Tbc1d10a,0.15013432377222097,0.31782508
Stra6l,0.015224697177046916,0.37878188
H2-DMb1,0.15037169980214588,1.2489506
Amica1,0.01522080536271019,0.58010274
Pdss1,0.1504335715221619,0.29936504
Oas1g,0.015261991642369143,0.5320137
Cops6,0.15063836325891178,0.11782696
Cdk11b,0.015302692617422254,0.26249474
Hgs,0.15067756829951806,0.1945119
Gm13248,0.015418348881721,2.9173162
C130013H08Rik,0.15132114713073663,0.7761422
S100a1,0.015394313176183764,0.27262947
Smn1,0.15134624257922538,0.21581253
Rps21,0.015398172342220125,0.08698049
B3gnt5,0.15138252217401268,0.6414027
Tspan6,0.015453048624236366,0.32827976
Dynll1,0.1515175708975695,0.07911464
Tomm6,0.015464294808411832,0.3642638
Coa6,0.1516302689468823,0.16006014
Cenpb,0.015478478302889091,0.34391963
Tomm40,0.15173018610510206,0.14765278
Syne2,0.01558781760171138,0.3168782
Spag4,0.1524301045737095,2.0475914
E2f1,0.015616098434727691,0.98158795
Ak3,0.1522406532997078,0.14440785
Hes1,0.015639560826628447,0.5418515
Gnai3,0.15276550179017778,0.17047146
Ccdc6,0.015651643583830945,0.4245016
Usp11,0.15293342661496218,0.48029944
Adam9,0.01564110048049204,0.63773125
Uchl4,0.15330403902140866,0.5046751
Tigar,0.015645342241001066,1.4783949
Nphp1,0.15377104029271654,0.41319588
Cd37,0.01567750425786648,0.5678794
Eid1,0.15377883182250474,0.17693537
Lman2,0.01570452453277347,0.23897038
Tspan3,0.15378176241579103,0.13190019
Map3k3,0.015690760861887906,0.8426367
Sox5,0.15404232505850124,1.3817947
Tnpo2,0.015734618555462154,0.7832343
Ccdc117,0.15403345728451912,0.32220864
Pmm1,0.015757137536351707,0.56089526
Ube2d2a,0.15414740825517795,0.10804642
Trim36,0.01578350255593603,2.7295315
Tmed6,0.15417856184187445,0.24261637
Card19,0.015815540251752573,0.22950873
Zscan2,0.15424963255098853,0.56314313
Strada,0.015811753725742703,0.6769025
Mrps17,0.15435899933190497,0.12693226
Clca1,0.015946696970355122,0.6953979
Cdkn2aip,0.15447702645684955,0.34521577
Vash2,0.015979857943540374,1.6624093
Trmt6,0.15449961833636686,0.21298607
Diaph2,0.015991903021312755,0.7427464
Topors,0.15459955797263816,0.2437894
Rfk,0.01602185219313044,0.27146035
Acer2,0.15538516082189024,0.18249218
4930599N23Rik,0.016133024983021493,22.861506
Anxa11,0.15555059665904922,0.092483565
Rgs14,0.016050974327710472,0.8287191
March9,0.1558080938058259,0.5156065
Tnfrsf26,0.016174103497475664,22.525692
Gm26801,0.15606344747280396,1.4618846
C030037D09Rik,0.016138365318192672,2.2197776
Ctps2,0.15593534648381205,0.22042665
Itgb4,0.016138992342334332,0.36714548
Nupl2,0.15610583272068698,0.4472977
Entpd7,0.016236249307928427,0.4101088
Adarb1,0.15687481935870803,2.703947
Isoc2a,0.016241618066405675,0.92709666
Peg3,0.15692838154754452,1.5712708
Atg2b,0.01626060207735662,0.6012495
Muc3a,0.15688019621670873,0.5265525
Olfr749,0.016447603975002837,22.716133
Cd74,0.15722850072111116,0.7926597
Uap1,0.016355188609047996,0.45937204
Hadh,0.15714819584689893,0.12931238
Zcchc6,0.01646133397362027,0.37951818
Cxcl10,0.15754670467505127,21.340631
Bnip1,0.016480061807943956,0.35241553
Gm26744,0.1575512093824885,21.922922
Klhdc1,0.01648828687596762,0.7542859
Gm11520,0.15756024138022512,2.5890882
Neu1,0.016529446289951,0.44561383
Ptgdr2,0.15761812594742292,21.878983
Mapk9,0.01667375042791774,0.58501214
Hs3st3a1,0.1576217028127912,22.081404
Tprn,0.016703888186651705,0.4039491
Gm2366,0.15763485551257475,21.882296
Phf19,0.016838841007146353,22.228876
Drap1,0.1573082087549017,0.13329074
Adra2a,0.01675549101004687,0.5272482
Ccdc58,0.1573448494968385,0.17632356
Rpl36al,0.01682226078698775,0.079988174
Gm15648,0.15771687871781961,21.638725
Krt1,0.0169052111652279,22.823067
Fcrl1,0.15773068682331562,22.220942
Sh2d4a,0.01680384433338816,0.73561114
Pcdhga5,0.15773902313569862,21.909534
Itch,0.01682049352289557,0.37413535
Brsk1,0.1577537165451265,22.038551
Emp2,0.016806883896641808,0.8398424
Lrg1,0.15775635111836897,21.798668
Lig1,0.016815461203391033,0.50141233
Mst1,0.15782752869747807,21.644812
Per3,0.01681830735453509,0.9708931
Rasd1,0.1576472378906605,1.5605553
Lypla1,0.01688943054556862,0.24178618
Gem,0.15801321448977562,22.006266
Cnot6,0.016883138093112485,0.3381504
Gm15892,0.1579847532080774,2.0703006
Pdzrn3,0.017017610004130837,22.486351
Gm13074,0.158189697726326,21.958004
Tstd3,0.016950366402712753,0.4899132
Alb,0.15825667703094853,21.762972
Brpf3,0.01694882395510349,0.80429125
Tmem91,0.15831774020688782,21.99341
Sepp1,0.01703145062577819,0.29432675
Icosl,0.1583530964326421,21.96283
Satb2,0.017017612476342613,1.4547265
Cnksr2,0.15840243262249581,22.139738
Tmem8b,0.017028640187275193,1.7739183
Myom3,0.1584702979869138,22.034685
Ydjc,0.01704823036127974,0.33540523
Gm12249,0.15847768027915662,21.080202
Pum2,0.0170750105804667,0.28017843
Gm17087,0.15860867273729834,21.8333
Macrod2,0.017118905944999884,0.34140682
Ndufab1,0.15836577726475545,0.08012224
D17Wsu92e,0.01723287712303991,0.31065065
Mfap5,0.15886559230123598,21.871756
Neurl4,0.017223069298157957,0.6487221
Atp6v0c,0.1590305384538748,21.997969
Arl6ip1,0.01728028279428209,0.16757645
Cyct,0.159171536108639,21.813158
Epb41l1,0.01724565634474657,0.71907187
Bak1,0.15878823091345165,0.1340243
Ano7,0.017297080050288474,0.30773604
Smarca1,0.15926089081976808,21.754034
Prss30,0.017282372314258197,1.1687332
Gm13523,0.15931747717029474,21.832495
Pdk2,0.01738564184360434,0.4876177
Sf3a3,0.15901834685638644,0.18347156
Odf2,0.017389272233748046,0.579933
H13,0.15901293383353032,0.17152554
Tradd,0.017418902356967927,0.3032266
Dner,0.15945599685555337,22.091537
Dut,0.017425014002034608,0.35715064
Gm37170,0.15961560550282536,21.996464
Epg5,0.017438385868197376,0.75760275
Crcp,0.1595923028919568,0.22642411
Flnb,0.017457442438914433,0.54469806
Lrrc75aos2,0.16013561396320328,21.78263
Gm16537,0.017605272040238748,22.66278
Ola1,0.15991209545085705,0.124145985
Cltc,0.017516972515188776,0.22583352
Srgap1,0.1601258607229128,0.54128414
Ptprj,0.017517009681547218,0.43734935
Zfp651,0.16065160776541826,22.208567
Timm13,0.01756802462379963,0.12675196
AI846148,0.16039042791759636,0.26921502
Prox2os,0.017662933013384396,22.273085
Ugt1a9,0.16092034886014073,21.941734
Ttpal,0.017686587633897514,0.6715221
Mapk8ip2,0.16094036023456648,21.725975
Cpped1,0.017755718254026134,0.33362466
Chic2,0.1609485404281023,0.1507151
9430065F17Rik,0.017804173970497054,2.7371144
Gm6792,0.16100375893742516,0.6105269
Tmc8,0.01782105663423276,0.8468061
Icam4,0.1614841854856551,21.046778
Traf1,0.017951729506092935,22.567425
Oscar,0.1615732411628544,21.720097
Gm11808,0.017868268626825053,0.13334504
4933433G15Rik,0.16161231929068043,21.836952
Ccdc88a,0.01789062510126431,1.3652246
Lrp3,0.16161314780703676,22.185886
Casp8,0.01791696773722566,0.27358624
BC030336,0.16129837260673285,0.46980128
Tinagl1,0.01796680932131856,1.1050694
Immp2l,0.16168911748847112,0.2485684
Ahcyl2,0.018079064604304945,0.27540705
AW011738,0.16199600350705734,3.222908
Ces2a,0.01806234032820701,0.9169632
Zfyve1,0.1619592008587826,0.7426133
Chpt1,0.018095952532440767,0.4832567
Ppp1r18,0.16235970719976067,22.416231
Rarg,0.01820862593061547,22.809391
Usp3,0.16201014646680567,0.18152562
Gm12500,0.018213712912602223,22.534744
Atf1,0.16214269426488448,0.2294486
2310011J03Rik,0.018129658156827922,0.24970144
B930082K07Rik,0.16260327096100774,2.8541272
Gm8281,0.01822894025195291,22.542444
Tekt4,0.1631047364416468,21.786901
Lpxn,0.018246600269033294,22.483456
Dap,0.16324330566791684,0.14787963
Adam17,0.018138853721997528,0.6213465
Apob,0.16350911895142223,0.2992345
Lgals3bp,0.018157683974546146,0.33988592
Polr3b,0.16357958041445694,0.3406543
Ppfia1,0.018245492230232075,0.45092276
Fzd9,0.16402087774594246,2.6111696
Mkks,0.018293237612426436,0.29084146
2700033N17Rik,0.1641308006756973,21.885868
Ctnnb1,0.01839480824115298,0.17514442
Plscr2,0.16414179810478818,21.50892
Tulp3,0.01840953329306263,1.2841748
Cdkal1,0.1637980011822014,0.29336682
Mrpl17,0.018461555846555684,0.20980528
Hmbs,0.1639648828748834,0.17392871
Phc2,0.01856086212370893,0.4878135
Gm14288,0.16444908398882185,22.356533
Usp1,0.018576247970509958,0.4066004
Gcdh,0.16409340720099852,0.23767988
Ppargc1a,0.0185695989835842,1.3800238
Ppp2r1b,0.16449622267137082,0.28407675
3110083C13Rik,0.0186958919345251,22.47293
Dot1l,0.1645527608625381,0.23597817
Cadps,0.018726963127865776,3.2522078
Arntl2,0.16501623908757146,1.6164191
Ppp1r14d,0.01872830175687155,0.24430774
Gkap1,0.1653186851789527,0.2779653
Ctage5,0.018721377893826833,0.29661956
Zfp160,0.16536761067650665,0.51512265
Myo7a,0.01871440146921014,1.0663232
Btbd17,0.1661952181389462,21.736933
Noct,0.018783316464714588,0.7558806
Copz1,0.1658389797292357,0.11825065
Slc36a1,0.018786832341523316,0.87999505
Dazl,0.16622224748209308,21.948334
Clec16a,0.018784654855023623,0.9933943
Hat1,0.16611204096473803,0.20683375
Nrbp1,0.018941607847751993,0.31618917
Dync1i1,0.1665471887674285,21.590742
Slc9a8,0.018931612395336504,0.5260469
Gm26609,0.16701751965681594,21.700054
Pdxdc1,0.018962200009585886,0.263401
Ctnnbl1,0.16671281662912504,0.2081652
Gm26894,0.01906754176262184,22.692547
Gmps,0.1667278742161718,0.20014298
Zfp384,0.019109924201893332,1.665806
Hist1h2ao,0.16745357565350344,21.38892
Crim1,0.0191100647933131,1.3288552
Cml5,0.16758841311495987,21.707388
Cisd3,0.019168769253669164,0.22862789
4933417D19Rik,0.16811009351168196,22.217154
Dhx58,0.019270539358078934,0.6959507
R3hcc1,0.16787431239287148,0.27865657
Cth,0.019305206994823455,0.46326673
Fbxw2,0.1679525916397701,0.17108195
Zc3h12a,0.019348017520632522,0.5063593
Zfp354b,0.1682601174681031,1.5763844
Gins2,0.01935632716815887,0.6330161
Cdc123,0.16807747823891414,0.13789678
BC021614,0.019365030925696514,0.7069172
Tor1aip2,0.1682899065240066,0.17133115
Dnal1,0.019409446407755885,2.2512994
Ints4,0.16931987981179206,0.24750108
Uso1,0.019421045372336607,0.28730303
Sec16b,0.16944774995863668,0.65165645
Obfc1,0.019457571153241423,0.5130464
Eya3,0.1695646081344448,0.3352531
Phip,0.019470715306526283,0.25505883
Ucn3,0.16997709810011327,22.281036
Yod1,0.01962586189949737,0.6016679
Tpgs2,0.16968279286037674,0.22588229
Glrx,0.019740864055290908,0.2753211
Sptbn2,0.1698224401118798,0.9826835
2010001E11Rik,0.01990095515581089,22.546711
Slc35b4,0.17020133834468112,0.54044133
Mgat4a,0.0198536773467947,0.32013154
Pou2f3,0.17028827763683585,0.10948577
Dhx8,0.019847117592483535,0.5019081
Ttc30a2,0.1712096651046509,21.411804
Cebpz,0.01985887301766065,0.32420957
Samhd1,0.17086784842758532,0.22464934
Gtf2b,0.019897671100332665,0.239173
Mak,0.17116487637846395,2.5901155
Stk39,0.019908647569081093,0.44199756
Rab21,0.17104738516900372,0.3634529
Aaas,0.020087882083880307,0.685162
Rnf146,0.1716022682239702,0.19222438
Gm16279,0.020136026438774834,1.7197059
4930408O17Rik,0.1716603657261523,0.86651045
Usp43,0.02014966546814234,0.6424986
Gm16861,0.17192059273843044,1.7263519
AI314180,0.02019019724782363,0.35540494
Med7,0.17181521382617657,0.21273072
Dnah8,0.020201198782621978,0.60236144
Peo1,0.17204274998827196,0.3058791
1500011K16Rik,0.02023361176380611,0.29981843
Vma21,0.17216566197459146,0.17708845
Clec2h,0.020219645636813707,1.0986717
A430078I02Rik,0.17261869147275632,21.871416
Chmp2b,0.02027923628674852,0.26464128
Sub1,0.17236364732692872,0.07558005
Ptpdc1,0.020307853834822868,0.8123975
Atp6v0b,0.1724066815651617,0.1079849
Mecp2,0.020516888414571128,0.37295565
Marveld2,0.172413993340243,0.21873547
Arid1b,0.020511691449949344,0.4881452
Prdx6b,0.17289285180363886,21.868568
Sptan1,0.02052021623447684,0.34949568
Oas1f,0.1726257380896555,0.45387098
Slc2a13,0.020593615354236237,1.0190892
Glt28d2,0.17351846312648722,0.74936044
Sdhaf1,0.02066198667926906,0.2861772
Gm14410,0.17365808487604562,1.3904283
Smarcd1,0.020722962616090378,0.47021663
Sez6,0.17390076509390046,2.5150385
Camkk1,0.020738160445401565,1.2774249
Amigo3,0.1738643394831111,1.0406954
Tmem80,0.02089117241435494,0.4008067
Utp11l,0.17374741252096002,0.16475917
Ift122,0.02089170704956197,0.9235027
Zfp428,0.17378723416671982,0.12964442
Ndufa4l2,0.02102250490687183,22.767612
Cage1,0.1739840225779049,0.94996816
Rftn2,0.020971755460224256,1.085325
Tekt2,0.17445250520714878,21.470724
Myh9,0.021002764964559727,0.30899638
Degs1,0.17426261745563645,0.4693629
Exoc8,0.021000011243307533,0.63943666
Nit2,0.17444500652781322,0.16949533
Igdcc4,0.021205304949690775,22.46678
Acot4,0.17468154310096082,0.88466984
Armcx5,0.021110399938914604,0.8288303
Nars,0.17496339092995924,0.13692686
Il11ra1,0.021131340345228438,0.38618684
Polr2c,0.17511721760876503,0.13500561
Slf1,0.02120082244247922,0.4649993
Zfp459,0.1755634932497544,0.84554535
Ago3,0.021203662433457303,0.5849713
Stau1,0.17560491628747396,0.18412274
Tmem184b,0.021254338291753945,0.58298916
Akirin2,0.17602350755463433,0.13338618
Ccdc186,0.02126382832118711,0.38424236
Adprm,0.17606667602963758,0.2681997
Zfyve27,0.02127417976989086,0.4450804
Hepacam2,0.17612206995239807,0.09010637
Stag1,0.021378994013939518,0.44496655
Timm22,0.17626221300797254,0.1685413
Il10rb,0.02145392440480933,0.26669952
Cebpb,0.17652894636027847,0.26425996
Tnfrsf8,0.021519937916878135,1.7816217
Slc38a4,0.1768041811704338,1.8916575
Cdk1,0.021523793220631204,0.54853284
Bbs2,0.17687433150239107,0.50863457
Gsn,0.021517030573572973,0.75566274
Nt5c,0.17687210090089983,0.083299614
Fth1,0.021587799594197384,0.115524195
Nudcd1,0.1769543441615709,0.36414868
B4galt4,0.021617999479392393,0.3007249
Actr10,0.17694602486193087,0.14106864
Tob2,0.021622307403532767,0.3653995
Prss16,0.17717153484682158,1.9698366
Numa1,0.02163559521406548,0.33352736
Hdac1,0.17750453420798384,0.11498508
Nav2,0.021654187467102227,0.2684953
Apool,0.17761512002049828,0.14494292
Prpf8,0.021758619289266715,0.3199854
Ankrd9,0.17794022956339553,0.3543465
Fkbp9,0.021763238320591842,0.4978479
Gm26558,0.17817270278670716,1.8695298
Srebf1,0.021794475524776234,0.5231589
Pnliprp1,0.17846824506553238,2.6163075
Cdh26,0.021882099034229965,1.1566157
Dcbld1,0.17826062074376053,0.18752117
Eps15,0.021959082614596948,0.7743736
Gas2,0.1784269484370678,0.6619153
Nkiras2,0.02204699772622116,0.29590103
Ssr2,0.17874277694363774,0.087589554
Ak7,0.02205741197863025,0.45864826
Pdx1,0.17880923072872046,0.4467237
Ttr,0.022246376956774134,0.7581715
Alkbh4,0.17901700033402268,0.34194505
Fzd10,0.02239898822009059,22.664574
Nme6,0.17902749394593592,0.2311104
