,logFC,P.Value,adj.P.Val
Guca2a,1.0629605,2.2057648576380835e-15,3.523809622115822e-12
Fabp1,2.1270168,9.526795550939165e-75,1.6741437821665393e-70
Plac8,0.84280115,2.788958103508822e-14,4.084196729413378e-11
Agt,1.9714857,1.4055803596861339e-50,1.2350131830382215e-46
Gm42418,0.7067322,3.8939426770940376e-14,4.887732476040966e-11
Hmgcs2,1.6634755,3.029037397022182e-32,1.7743091392623603e-28
Oat,0.89026225,7.752182850774986e-14,9.081940615777923e-11
Blvrb,1.0600682,7.596323534360846e-23,3.3372548367330785e-19
Rplp1,0.741801,1.3363987059703908e-11,1.3814432035304516e-08
Hsp90aa1,1.038737,1.055442775328642e-21,3.709459178170045e-18
Rps20,0.56733954,2.527393278894217e-10,2.1149467661908608e-07
Pnliprp1,1.2347612,1.747436983372178e-21,5.117951684799881e-18
Rpl39,0.592832,3.0122091260119657e-09,1.825294861083044e-06
Pnliprp2,1.0152367,6.274089510442506e-19,1.378182187087577e-15
Gm10073,0.8703061,3.6355201027132594e-09,1.9964685864056285e-06
Apoe,1.858336,2.339208865891129e-19,5.872416771472115e-16
Rps26,0.5290099,3.814972613917802e-09,2.031530719526592e-06
Creb3l3,2.6418247,6.8431816811421196e-18,1.336169240919005e-14
Rpl36,0.5715606,8.148220064836915e-09,3.7681229262994498e-06
Lyz1,0.9763653,1.3561479492994018e-16,2.3831587913038384e-13
Rps28,0.6422734,9.016332951711485e-09,4.062667152831434e-06
Dnaja1,0.88162965,3.6921999183448955e-14,4.887732476040966e-11
Rpl10a,0.51433516,1.723700748215246e-08,7.3879495727772e-06
Clps,0.56179863,2.884156565879738e-13,3.16770520826279e-10
Tmsb10,0.7408689,2.6165691182324654e-08,1.0450220253340709e-05
Espn,1.0460103,2.2833593312650694e-11,2.2291929737956146e-08
Rpl36a,0.5819401,2.9369604984181912e-08,1.1469157075267306e-05
Itln1,0.67872626,7.826188060646856e-11,6.876480139487359e-08
Rps15a,0.50274205,3.8891567735362035e-08,1.4099063027766669e-05
Apoh,1.4825655,7.70086922861691e-11,6.876480139487359e-08
Rpl27,0.53773326,4.947060470289827e-08,1.6718210316231368e-05
Gm14851,1.3236263,1.2155131964332583e-09,9.287049304748543e-07
Rpl31,0.5087274,5.8636205466514644e-08,1.9441774314397393e-05
Nkd1,1.187507,8.218185408884173e-10,6.564462372287345e-07
Rps27,0.51922566,6.191742483957435e-08,1.9945685412734693e-05
Pdia2,1.2907953,1.813465221688829e-09,1.3278343475307413e-06
Rpl3,0.542802,7.095757573774226e-08,2.187609611297096e-05
2010007H06Rik,2.4521217,1.9269920659734375e-09,1.3545212630140485e-06
Rpl37a,0.54742926,8.319450098983138e-08,2.520649941197081e-05
Fabp2,0.5763067,2.836908376930442e-09,1.825294861083044e-06
Reg3g,1.1605537,1.265640912427048e-07,3.646083238373855e-05
Lyz2,0.53908134,2.9167884001251583e-09,1.825294861083044e-06
Clca3b,1.3134253,1.4942871180600613e-07,4.102985550885853e-05
Bambi,0.6206841,3.5133729918807065e-09,1.9964685864056285e-06
Rpl32,0.41996655,1.494136838097282e-07,4.102985550885853e-05
Chac1,2.7761786,2.381093947271202e-09,1.609344766746032e-06
Rpl23a,0.47643518,1.7710923306508201e-07,4.7882162348502866e-05
Slc3a2,0.8764159,3.5946562094400404e-09,1.9964685864056285e-06
Rps10,0.4826656,1.9894321627720384e-07,5.217953939760154e-05
Gm15284,0.92724335,5.688914335199133e-09,2.7769803225681764e-06
Zfos1,0.90570885,2.186381252998336e-07,5.5374005576600036e-05
Fam210b,0.9400307,4.5667253369941596e-09,2.2928875527713817e-06
Rpl22,0.5536953,2.194267760487153e-07,5.5374005576600036e-05
Rbp2,0.9424649,4.078442096838985e-09,2.1079547931691616e-06
Rpl41,0.4126355,2.3226346164593205e-07,5.748684241554879e-05
Hspa5,0.58556247,6.451640959323141e-09,3.0641807183293395e-06
Sis,1.5704174,2.476320162878063e-07,6.04394086420225e-05
Hsph1,1.0595521,1.5762038709276867e-08,6.92465765595306e-06
Rpl38,0.5327811,2.7424011988332715e-07,6.601673461246176e-05
Creld2,0.8108786,1.883597934390636e-08,7.881063452630153e-06
Rps12-ps3,0.6787359,3.19355979103566e-07,7.482723494382621e-05
Herpud1,0.5194779,2.1663507332640413e-08,8.853321264104418e-06
Rps17,0.44812945,4.535100180304673e-07,0.00010088014616265066
Selk,0.43226376,4.0115697455661155e-08,1.4099063027766669e-05
Rps23,0.45196217,6.474298127201781e-07,0.00013874736706014255
Lgmn,0.93201214,3.4748656857951776e-08,1.299230099925078e-05
Rpl23,0.42518145,6.959216458114757e-07,0.0001473425431547598
Rhob,1.5165521,3.240607470776984e-08,1.2379825018253031e-05
Rpl35a,0.48204175,7.67374147895431e-07,0.0001605364988210287
Ero1lb,1.617922,4.258573749847138e-08,1.467370911883603e-05
Rpl27a,0.4472366,8.165348961499503e-07,0.0001688113850593303
Gdf15,3.1771183,3.956157190134992e-08,1.4099063027766669e-05
Wdr89,0.55421937,1.0058369090568689e-06,0.00020316749428570522
Fos,0.7589475,6.242603412623958e-08,1.9945685412734693e-05
Rps24,0.47514352,1.2038983026671157e-06,0.00023770904351426094
Dnajb9,0.6878403,6.364933860968537e-08,1.997338977478573e-05
Atpif1,0.52928716,1.2176962333795442e-06,0.00023776195454643036
Fzd9,0.9155357,9.337695303897699e-08,2.781208806362615e-05
Rpl37,0.4781085,1.2594588959438033e-06,0.00024321396899363136
Reg4,0.5102554,1.4531687792828496e-07,4.102985550885853e-05
Rpl9-ps6,0.5584706,1.3924843184275211e-06,0.00026385070704081553
Mettl7b,1.6578345,1.0883767982795066e-07,3.187674246027628e-05
Smim24,0.66414195,1.3963532552663656e-06,0.00026385070704081553
Defa23,0.7777083,1.9319836580962724e-07,5.1440528520796656e-05
Rpl34,0.48472002,2.0685625490898947e-06,0.00036714554402493446
Tmem37,2.7606516,2.205759056713141e-07,5.5374005576600036e-05
Cox6c,0.46621197,2.0575675773407563e-06,0.00036714554402493446
Mgll,1.1820768,3.175841588519993e-07,7.482723494382621e-05
Rps19,0.44378445,2.0816581705751405e-06,0.00036714554402493446
Ccl6,0.5886492,3.9960315639829174e-07,9.119774373230106e-05
Rps21,0.4894937,2.1818262271949315e-06,0.00037961616129204487
Tm4sf4,0.53685623,4.2579456258315845e-07,9.592933138812619e-05
Rps9,0.4402039,2.6114456143138704e-06,0.0004370565121936919
Slc6a9,1.6505512,3.670376844303472e-07,8.486780563808542e-05
Gapdh,0.48266873,3.1214718263210778e-06,0.0004986693127630936
Asns,0.59665287,4.987351678544343e-07,0.00010955341380882468
Rps27a,0.3929637,3.4452769149788975e-06,0.0005454401011434609
Manf,0.4933339,5.513163579217826e-07,0.0001196084241698702
Eef2,0.4470185,3.8066347581296695e-06,0.0005972677911126132
Wnt3,0.5212151,9.323054376150343e-07,0.0001905046913396395
Rps13,0.41252512,4.126447360745939e-06,0.0006360882409683192
Camk2b,2.0189357,1.1490069233868253e-06,0.000229448848462235
Rps18,0.37941378,4.262696668674954e-06,0.0006513771179010866
Defa26,0.41137314,2.0892593411764326e-06,0.00036714554402493446
Rps16,0.39824525,4.383664231345191e-06,0.0006640873408399055
Smim3,0.77621937,1.9271568560263196e-06,0.00035277007740573457
Rps5,0.38358054,4.7380315984719835e-06,0.0007116361476918647
Lamb3,1.8372585,1.885231415428236e-06,0.00034878467364290647
Rpl13,0.39327946,5.585194493362339e-06,0.0008179051902654699
S100a14,2.354402,1.885537130602408e-06,0.00034878467364290647
Rps2,0.33569574,5.490865519093153e-06,0.0008108485694707896
Cdk5rap1,2.1232197,2.231346346664877e-06,0.0003844259740190381
Rps18-ps3,0.6836948,5.857658190565905e-06,0.0008368831494537777
1810041L15Rik,22.798643,2.2714653159615593e-06,0.0003846808712567478
Rpl35,0.45782492,6.57892922239659e-06,0.0009323509937514135
Cldn9,1.8020592,2.276606760980013e-06,0.0003846808712567478
Rps27rt,0.66104275,6.734259227429873e-06,0.0009467290992290013
Phyh,0.67226547,2.8208292141211563e-06,0.00045940003781060057
Uqcrh,0.4168456,9.63679418158243e-06,0.0013026721857919078
Osbpl11,22.953781,2.6478019784880787e-06,0.000438960605358217
Rps29,0.41036654,1.006851165492142e-05,0.0013404087523631372
2210407C18Rik,1.1017538,2.8233770035591456e-06,0.00045940003781060057
Rps3,0.36384717,1.1525810647694768e-05,0.001511515451581643
Prmt10,2.9825363,3.0485570800869976e-06,0.0004914889318198974
Ndufa6,0.4385112,1.1774182194386574e-05,0.0015326496570515207
Coq10b,1.3558772,3.9885696846556915e-06,0.0006202755315792431
Rpl29,0.37762213,1.2315878637246766e-05,0.0015797586517688864
Ier2,0.5923546,5.292088565337983e-06,0.000788117562361732
Rpl13a,0.35802647,1.2751642554783114e-05,0.0016220355196726853
Fam213a,0.48394892,5.7193065794069975e-06,0.0008238145452452391
Rpl14,0.3862277,1.2830076665026076e-05,0.0016220355196726853
Med16,2.2233772,5.673923854909329e-06,0.0008238145452452391
Rpl22l1,0.5198884,1.3769768650598487e-05,0.0017284010321211942
Serp1,0.35410276,7.377570694965001e-06,0.0010289369033541266
Ccl25,0.7958274,1.5240155059210399e-05,0.001886022851095101
Zbtb25,22.921045,7.494597615432185e-06,0.0010370280621731479
Rpl23a-ps3,0.57863635,1.5682555957323073e-05,0.0019198586513374325
Lnx2,3.1977346,7.636703357509745e-06,0.0010484358445431153
Rps7,0.37255067,1.8967458840508235e-05,0.0022674500286003485
4930509E16Rik,22.714031,9.754443541233637e-06,0.0013085102011457916
Rplp2,0.42818224,2.0536059452856566e-05,0.0024058678184336563
Dennd1a,2.4134228,9.585281815318073e-06,0.0013026721857919078
Uba52,0.6200223,2.0745775318162023e-05,0.0024143411236163
Heyl,23.049953,1.016808746126591e-05,0.001343487225239292
Rpl21,0.35213143,2.1214011929634673e-05,0.0024525909976280927
Ppara,4.101753,1.20420489929844e-05,0.0015559921099537858
Rpl17,0.35304222,2.4561274962555333e-05,0.002766764646903749
Dnajc3,0.43369943,1.573206884382805e-05,0.0019198586513374325
Rps12,0.39317846,2.539988259868156e-05,0.00284300724144351
Ccdc112,4.102211,1.5190245259573688e-05,0.001886022851095101
Rps11,0.36578152,2.6055750357943772e-05,0.0028979601331654806
Sfn,0.92064977,1.7176139160171094e-05,0.0020816296100805974
Retnlb,3.5537517,2.8884024380811074e-05,0.0031526643505838075
Swt1,0.8969948,1.8045617685041635e-05,0.0021720249286249086
Rpl26,0.37297255,2.879537957540492e-05,0.0031526643505838075
Dio1,0.5088227,1.9770679098828494e-05,0.0023317459315685446
Rpl6,0.3542055,3.279779017513494e-05,0.0035143632118758918
Hspa1a,1.084082,1.9418547905583455e-05,0.0023056901509785
Cox4i1,0.34288993,3.6903935177066905e-05,0.0038373541589739454
Jun,0.6017722,2.2368839294400692e-05,0.002569200084447734
Tmsb4x,0.34878096,3.6771312452918035e-05,0.0038373541589739454
Hspb1,3.0350263,2.3851245984825675e-05,0.0027216749720216987
Muc2,0.4217698,3.739429249055593e-05,0.003865470011391408
Mmp7,0.28927362,2.9127709959834615e-05,0.0031596373279269984
Mlxipl,1.563078,4.3674070320771635e-05,0.004410830101993793
G0s2,2.946683,2.439450297957958e-05,0.0027657071023235607
Rps15,0.35721043,4.550057040616863e-05,0.004543076839475008
Car4,1.7085105,2.7797554170914698e-05,0.0030722416317326036
Gnb2l1,0.36471632,4.4995571841300215e-05,0.004518326765526678
Spcs2,0.3747409,3.3016801686818706e-05,0.003516389430560395
Smoc2,0.8440452,4.926797453851413e-05,0.004863966946996117
Golph3,0.6702087,3.179753658178336e-05,0.0034280865665747176
Car8,0.8185126,5.2729942820509526e-05,0.005176666397680525
Zg16,0.29845858,3.9354834051278295e-05,0.004020828481297171
Gm11808,0.5234377,5.5745439926655566e-05,0.00544230342128399
Fam160a1,22.579208,3.552282797379139e-05,0.0037604979276110607
H3f3a,0.3743664,5.839383719266548e-05,0.005669364093849229
Derl3,1.000417,3.781763844594202e-05,0.003886370528716603
Cystm1,0.6234986,5.971281228594967e-05,0.005765567309346118
Ap1g2,1.344499,3.688214906981258e-05,0.0038373541589739454
Rpl11,0.33994165,6.176175739549896e-05,0.00593081618967816
Slc20a1,1.7150525,3.967692717434551e-05,0.004030304284594067
Rps6,0.32957667,6.310393046424724e-05,0.0060267683154794395
Ckb,0.99863935,4.8780422488749725e-05,0.004843041606750277
Gm8730,0.43423295,6.688832868911874e-05,0.006353668108399371
Ang4,0.62139547,6.874965948729824e-05,0.006495364334248882
Rps14,0.3598638,6.98418067270225e-05,0.006528351434116843
Snrnp48,1.0054651,7.039417926549893e-05,0.006545168847791601
Rpl28,0.40015298,6.977895905226798e-05,0.006528351434116843
Wdr5b,22.514894,8.269290723925783e-05,0.007414094178140192
Rps8,0.33635297,7.20672961169442e-05,0.006665466287700318
Ubb,0.24002036,9.968217555842149e-05,0.008758574355440705
Rpl18,0.34559515,7.466222632207864e-05,0.006869315723339728
Chpf,1.1961848,0.00010136702112418658,0.008818429020867975
Npm1,0.4548488,7.552011529829806e-05,0.0069120572194634996
Stxbp1,1.6792219,0.0001031217857655647,0.008926892321469305
Rpl12,0.34300798,7.7029740522543e-05,0.00697754448558066
Dusp23,0.83651155,0.00011059805302935113,0.009389080125047283
AY036118,0.33797258,7.62472677637535e-05,0.006942452002136996
Dhrs7,0.5114764,0.0001236308797899967,0.010296518722983943
Serinc3,0.4437118,8.230525414908348e-05,0.007414094178140192
Egr2,22.78911,0.00011680738674033058,0.009821321565492007
Bex1,1.3664006,8.612459402053791e-05,0.007682576095040166
Paqr4,1.197474,0.0001277195535485506,0.010473285510330355
Wsb1,1.6308091,8.77025765399766e-05,0.007783825139075802
Guk1,0.40883416,0.00014227826471663882,0.011383830270917921
Eef1a1,0.27718177,9.041768458712624e-05,0.007984472217334521
Kcnk1,0.45304742,0.00015515262250081398,0.01211776460091913
Irf2bp2,0.9779081,0.00010097327205424191,0.008818429020867975
Ttc30b,3.564476,0.0001417632905438839,0.011383830270917921
Cdca7,1.2440947,0.00011018868926520623,0.009389080125047283
F5,3.441495,0.0001472252653004204,0.011654007149208502
Cox7c,0.37523133,0.00010733386887280125,0.009245970969126159
Acadl,0.60693324,0.00016154154584679343,0.012560927367989826
Rpl15,0.3920845,0.00011027512873311264,0.009389080125047283
Defa-rs1,0.59150547,0.00017772284285980653,0.013638093963211268
Rpl30,0.36963373,0.00011554857477702055,0.009762188002675875
Hsp90ab1,0.34796715,0.0001866733756585328,0.014139703579514643
Rpl7,0.33390218,0.00011787517985740407,0.009863907312543628
Usp12,1.2897137,0.00017402533737478394,0.013412926551259115
Rplp0,0.27498955,0.0001253420337260009,0.010389790371070821
Arsg,1.981551,0.00017093782673667849,0.01323299748565485
Rpl9,0.3108929,0.00012601878709174715,0.010396845753818182
Lrrc19,22.318222,0.00018397960574176487,0.01399598966103911
Ppp1r1b,0.83687353,0.00012813727791048917,0.010473285510330355
G6pdx,1.3693849,0.00020528501724385455,0.015350951523515982
Eif3e,0.5682255,0.00013037260503362188,0.010606656427110358
Tbc1d2,2.8296316,0.0002050145459018146,0.015350951523515982
Rpl8,0.29317525,0.00013288534500312995,0.010761263445806463
Itga1,2.1351688,0.00021693123758185267,0.016084947839771716
Rpl5,0.3660917,0.0001425165116714245,0.011383830270917921
Acot1,0.9089291,0.00023394559665452667,0.01720136389125522
Cbx3,0.740842,0.00014479229720555583,0.011513280718521415
Cyp4a10,3.7229257,0.0002414013062437939,0.01760226205237423
Rps2-ps6,0.66747206,0.00014921879498755775,0.011758842530566603
Cyp2d10,2.6112514,0.00025685784619592923,0.01857515609547763
Rps3a1,0.31205407,0.0001536177772938776,0.012051451787434424
Nsdhl,1.4288394,0.000260094802639285,0.018732155601558016
Rps25,0.32459718,0.00018157506267200318,0.013873124244935269
Tbcc,0.79278725,0.000288435561425307,0.020604382605393982
Cox6a1,0.3537666,0.0002045197568883427,0.015350951523515982
Noct,0.8178745,0.00029446113033909025,0.020865183239713037
Gm2000,0.52885866,0.00020946770198084156,0.015597355622497156
Hist1h2bc,0.5201129,0.00031702306720667424,0.022107326825487644
Clec2d,1.2822262,0.00022496647592348544,0.01661065496387987
Sacm1l,0.91995484,0.0003052989656969006,0.02146007489676654
Eef1b2,0.36835185,0.00023980659021831613,0.01755883837461029
Mkrn2os,0.75503415,0.0003210779893558618,0.02221379333445102
Oxct1,1.2923776,0.0002484954823563251,0.018044674014246698
2310068J16Rik,3.9031453,0.0003245086565222141,0.02236310047476419
Rpl10-ps3,0.38533506,0.00026855592825482773,0.019262585009069744
Crem,1.1401702,0.0003420924629154042,0.023482776760985927
Plscr1,0.8584109,0.00029639298183827375,0.0209177263849156
Gps1,0.5644227,0.0003513027909752433,0.023928077309333145
Aldh1b1,0.45162815,0.0002936715940510061,0.020865183239713037
Pglyrp1,0.18299702,0.00036830293844270835,0.024797653399439516
Btf3,0.330893,0.0003105484517554106,0.021742103357361875
Slc35c2,0.7181975,0.0003616384761765806,0.024442588237888658
Fxyd3,0.40596703,0.0003197576885173135,0.02220988877594763
Rgp1,1.6153475,0.0003470913599698935,0.023733215831715716
Fabp6,1.5739192,0.0003716291811011102,0.02483132927562665
Phgdh,0.7141617,0.0003801731965929983,0.025305998423214997
Gm6696,0.41966757,0.00037007059855901796,0.024821567284265735
Farp2,2.2839708,0.0003591412462266185,0.02436752555961532
Calml4,0.3446581,0.00040145911298460345,0.02652195861833999
Cyp51,0.7745543,0.0004093601422940405,0.026913392054620438
Smim22,0.5744386,0.0004638113055946609,0.029318547025953153
Zfp750,22.485811,0.0003996873995990961,0.026504553483603456
Ifitm3,0.4571637,0.0004925525321113842,0.03080293824481621
6330408A02Rik,22.923693,0.0004104472241870072,0.026913392054620438
Cnn3,1.1703786,0.0005118271939104008,0.031670208727420684
Emc3,0.7933455,0.0004268754197409567,0.027680744469032587
Gm10076,0.40294406,0.00050589438061007,0.031413717139437324
Banf2os,22.130451,0.0004174722483192796,0.02727226698778699
Ivns1abp,0.39364094,0.0005308460867787275,0.03239082737139784
Sdf2l1,0.40312418,0.00044877610076376513,0.028721876747960264
Larp1,0.78880143,0.000572049003261744,0.034426771007940504
S100a6,0.93596905,0.00043632976802921,0.02818979049109304
Gltscr2,0.5203732,0.0006173398614410199,0.03640440733256055
Pik3r3,2.5130687,0.00042449618602651706,0.027628412877940683
Pbx1,1.333746,0.0006568218021459352,0.03821963420235272
Upk3a,0.72026694,0.00044795572418253684,0.028721876747960264
Cox7a2l,0.36555648,0.0007102420477937393,0.04065499513315759
Guca2b,0.23491809,0.000478695990752959,0.030150984392479385
Maz,1.1054046,0.0007399157044402627,0.04202335948306187
Shkbp1,1.2928475,0.00046057211633050856,0.02921889458583403
Hmgb2,0.63310105,0.0007413214271751654,0.04202335948306187
Fam171a2,21.839748,0.0004494688502639886,0.028721876747960264
Gpi1,0.65480655,0.0007555593432501603,0.042692747070530765
Shisa4,21.545034,0.00045571098400202354,0.02901525044154913
Ndufb5,0.3727148,0.0008267826186129369,0.045545614284906395
Cyp2c67,2.0394433,0.00048241285705917633,0.030276575489646088
Rpl18a,0.297775,0.0009090281525916203,0.04944881262777404
Phldb3,3.9467578,0.0004957939479899578,0.03089569875187067
Rpl10,0.2552346,0.0009168707747986085,0.04944881262777404
Gm684,1.1847497,0.0005186553547426822,0.031980107189098786
Fau,0.29605475,0.0009591065347956814,0.05117789051748398
Rras2,0.7423719,0.0005305210415912749,0.03239082737139784
Gm9843,0.3960491,0.0009592093423105583,0.05117789051748398
Ppp1r14c,22.092268,0.0005265772072464044,0.03235503938091281
Slc12a2,0.4786074,0.0009710623204604654,0.05155431467508084
Nsun5,1.1944753,0.0005532635450395505,0.033525863024069034
Ceacam1,1.2367209,0.0009903251921877766,0.05183103409138651
AI467606,3.481154,0.0005528362890221259,0.033525863024069034
Txn1,0.25971785,0.0009838730866762388,0.05176527470707049
Herc3,2.4476283,0.0005639920666575989,0.034058531228089294
Eef1d,0.33653334,0.0010230442742028385,0.05303232162408991
Mst1,3.752036,0.00057487074266065,0.03447851044633311
Mptx1,1.8944585,0.0010616916042293565,0.05471034227420498
Usp11,21.882954,0.0005985816012723124,0.03577848462298757
Rpsa,0.2695849,0.0010520361736053403,0.05437479905519601
Gm3604,21.919977,0.000610104447916491,0.036220829267690866
Atp5e,0.30144975,0.0010647548544800605,0.05471034227420498
Hsf4,3.6275828,0.0006066046289233266,0.036135129301930906
Tifa,0.91603845,0.0010766346936513104,0.054999132184693246
Nop2,1.1821039,0.0006342856470397232,0.037030902576176264
Rpl7a,0.2672393,0.0010973184736339414,0.05573172698603831
Klhl8,21.605846,0.0006165660601460999,0.03640440733256055
Mgam,0.80337834,0.001166267136325497,0.05867701895419836
Pdf,21.359129,0.0006293667874714618,0.036989506877043464
Rpl4,0.2594248,0.001250473820089508,0.061725666521618566
Tmsb15l,22.43224,0.0006320719713629999,0.037024669175873326
Limk2,0.77741516,0.001264510325373168,0.061725666521618566
Rbp4,0.53273886,0.0006737383844565796,0.03881837583624746
Rgs13,1.3320856,0.0013150752968569858,0.06366341099633006
Tmem237,21.694574,0.000660027999383903,0.03827944565403738
Eif3f,0.37059414,0.0014373743470904622,0.06901360492191447
Nsun6,2.9200618,0.0006633649347948468,0.03834642104983501
Rpl19,0.2578229,0.0014596692894092759,0.06970317506192719
Anks6,2.6277282,0.000683386057641653,0.03924556598345349
Kit,0.7142463,0.0014877046111282074,0.07065792738204321
Tmem248,0.4891086,0.0007202979443140629,0.04109673953062022
Rpl27-ps3,0.56891733,0.0015497299627580132,0.07320807697727572
Arhgef28,1.1701211,0.0007718446710329739,0.04333426966154138
Pigr,0.30067775,0.0015604499702520816,0.0735168561052006
Sytl3,21.659845,0.0007657356926434252,0.04312908117571446
Atp5g2,0.29671347,0.001663867405568224,0.07735222729642963
Nudt22,0.51554525,0.0008110959376986681,0.0451056611176541
Csrp2,0.46360686,0.0017198395221991916,0.07889449023521089
Sparc,2.7384727,0.000776777306388467,0.043472317213899776
Gkn3,1.4130625,0.001819846407671743,0.08156390266173075
Hspa1b,0.88691235,0.0008148958529535347,0.04517402152666393
Tmem258,0.3434169,0.0018240831813611895,0.08156390266173075
Nars,0.46627104,0.0008424988360254726,0.045978981507688296
Cox6b1,0.27678093,0.0018677022434862185,0.08325664309554186
Ap3s1,0.35856298,0.0008421469147385648,0.045978981507688296
Kcne3,0.69822216,0.00187615265838699,0.08325664309554186
Lfng,1.2734687,0.0008092160998585922,0.0451056611176541
Rpl6l,0.44899505,0.0019849559198994713,0.086554914095269
Cdc14b,1.8309085,0.0008220435802543517,0.045426955458521136
Epb41l4aos,1.1428567,0.0020281491632828247,0.08800164258362735
Defa24,0.28638676,0.0009130149115902247,0.04944881262777404
Ephb4,1.4303485,0.0021731321870769324,0.09222229037907752
Slc3a1,3.068008,0.0008386428933645036,0.045978981507688296
Ckmt1,0.526844,0.0021645695047142893,0.09210164626233464
Tuba1c,0.49314168,0.0009173341442357218,0.04944881262777404
Hnrnpul2,0.59518456,0.002181454643343124,0.09222229037907752
Pdia4,0.6147361,0.0009582754881979086,0.05117789051748398
Acly,0.66614836,0.0022996499600565668,0.09553604904982045
Adgre5,0.6812976,0.0009957763796510026,0.051925158218418595
Soat1,0.7600444,0.002402863154109162,0.0993541510756713
Ccnyl1,2.2774754,0.0009610598003055662,0.05117789051748398
Sema4g,0.8627118,0.0024201298212391358,0.09983319565407356
Plxna2,1.3602496,0.0009830117985622602,0.05176527470707049
Pik3r1,0.82022566,0.002479616365100631,0.10111003543044435
Ift88,2.548499,0.0009837588137133714,0.05176527470707049
Rps4x,0.26933613,0.002464897668240131,0.10096887348247977
1700088E04Rik,3.6785128,0.0009910218775795747,0.05183103409138651
Purb,0.680229,0.002489730790067866,0.10114820482284204
Stat2,1.4481587,0.0010069353519101608,0.052351701003305495
Pdcd4,0.422575,0.0025247710047416497,0.10198684560694342
Ttl,2.647259,0.0010737279183882739,0.054999132184693246
mt-Atp8,0.7127236,0.0025477849667927023,0.10198684560694342
Hspa2,1.6109487,0.0010844592741333205,0.055238269056072
Prss23,0.91362095,0.0026144065521624448,0.10417906199807402
2810021J22Rik,21.960512,0.0011015700113128058,0.05578642596195947
Cldn2,0.8917006,0.002631239097214242,0.10461258971797709
Dda1,0.73096406,0.0011756601973123115,0.058860047428402416
Gm9493,0.6231795,0.0026527362181784893,0.10522919539966273
Prr12,1.9869888,0.0011420623249113924,0.057670865619735334
Snrpe,0.40283868,0.0030986560506917767,0.11837539734523171
2010003K11Rik,21.817009,0.0011686653749484678,0.05867701895419836
Alox5ap,1.9012885,0.0031752150522581742,0.12103699373824924
Slc25a46,0.99143344,0.0012113298511409036,0.06030226479914758
Clta,0.3059135,0.0032218042999466678,0.12213249415541046
S100a16,0.4907872,0.0012583035555653842,0.061725666521618566
Shfm1,0.3265088,0.0032317061643623354,0.12213249415541046
Igtp,2.7035367,0.0011996204561390454,0.05988900646514615
Tff3,0.29018846,0.003326201834726355,0.12436456349286433
Lypd8,0.28322262,0.0012636059408477197,0.061725666521618566
Mrpl33,0.47566485,0.0033724751323529712,0.12582697558564493
Macrod1,0.7624389,0.0012569502566219786,0.061725666521618566
Il11ra1,0.76098853,0.003476733702065644,0.1286245080976833
Ccdc64b,1.0639838,0.001258633748878431,0.061725666521618566
Ndufa4,0.24305727,0.0034703191576529622,0.1286245080976833
Sumf2,2.4981003,0.0012395507380994373,0.06153283932378931
Slc39a1,0.91381043,0.003505505971872734,0.12914519170591102
Slc35f6,1.6852098,0.0012830131072068792,0.062455372113425174
Actb,0.2799122,0.0035180243569556454,0.12933523436146768
Arhgdig,0.8881388,0.0013452277998622399,0.06494419815104159
Wdr26,0.65546703,0.0036233241072191206,0.13224094286488736
Rhbdd2,1.6040221,0.0013110590221761555,0.06364430993563971
Erbb3,0.82623214,0.003643029080559885,0.13227055791875797
Tmed6,0.262265,0.0014208370244569446,0.06840649049529285
Rpl7a-ps5,0.48650762,0.0036222396079265084,0.13224094286488736
Acaa2,0.38652065,0.001459086011295176,0.06970317506192719
Gpx1,0.27710328,0.0037059801115655747,0.13318034458188516
Caml,0.8314263,0.0014977722282342291,0.07094434330663102
Ccl5,2.5014796,0.0038347142122521355,0.13597578949937822
Gm26532,2.3529296,0.0014724549616933257,0.07012317355511331
Cobl,0.9694408,0.0037994890594097736,0.13544584910836444
Cfi,0.6323939,0.0015982182217527882,0.0750948898686143
Uaca,1.3426163,0.0038848130141243076,0.1368092567078286
Impa1,0.6072845,0.001606104233898079,0.07526418587277585
Ssbp3,0.7382437,0.004115188431756825,0.14320040853715385
Nkiras1,0.9007597,0.0016308665833711378,0.07601914713416712
Agr2,0.268043,0.004264109869592203,0.14652161094955796
Nab2,2.1033168,0.0016236421703132193,0.07588368047583564
Rps26-ps1,0.5714859,0.0042938070658525215,0.14708590948972
Srp68,0.4900422,0.0017098955267618977,0.07865967039734773
Atp2a3,0.6135967,0.004391356868369854,0.1484025273997374
Cdhr2,0.6513827,0.0017063452411968936,0.07865967039734773
Gcc2,0.6409936,0.004509318429873206,0.151514823648493
Map2k3os,22.164434,0.0016707201111261748,0.07746586942696641
Idh3b,0.51059353,0.004553665656978762,0.15213225587469162
Scgb1b20,22.29052,0.001677918372898971,0.07759489359724636
Ndufa7,0.31099355,0.004738408102776111,0.15800388157511308
Kctd14,0.6113589,0.0017439434772622742,0.0793946080982641
Use1,0.41012093,0.004788562888155581,0.15936067476618465
Ppid,0.69691676,0.0017284686018640067,0.07889449023521089
Snrpf,0.43659392,0.004817345594228216,0.15972681910824987
Rnf139,0.9435797,0.0017249801566701225,0.07889449023521089
Stmn1,0.47533795,0.004933095324059765,0.16264406028086728
Scgb2b20,0.7079254,0.00176131883426373,0.07986521812645438
