,logFC,AveExpr,t,P.Value,adj.P.Val,B,abs.log2FC
Acot1,3.4875734,,,1.3322687041179943e-242,2.3411957937465513e-238,,3.4875734
Defa24,1.4587932,,,1.6720108208122837e-201,1.469112307706713e-197,,1.4587932
Hmgcs2,2.696301,,,8.446340413805976e-191,4.947584669727081e-187,,2.696301
Lyz1,2.053224,,,2.627769256920593e-184,1.1544447287966394e-180,,2.053224
Gm15284,1.6265187,,,5.32140459438542e-179,1.8702608587426998e-175,,1.6265187
Fabp1,2.142534,,,5.1904067072968135e-143,1.5201836177887818e-139,,2.142534
Fabp2,1.4024371,,,5.148425393551346e-126,1.2924754205839686e-122,,1.4024371
Gm14850,1.5865297,,,3.6468003886191883e-113,7.120580358800554e-110,,1.5865297
Itln1,1.6518471,,,5.563630074867814e-108,8.147472608804342e-105,,1.6518471
Hsd17b11,1.3763562,,,3.3211658685585204e-99,4.168774843441348e-96,,1.3763562
Me1,1.9075106,,,1.436656443744375e-95,1.577897730369994e-92,,1.9075106
Dhrs4,0.8365343,,,4.771485329721424e-95,4.9323124528937986e-92,,0.8365343
Creb3l3,1.3314092,,,3.4580372008040065e-93,3.376004873873822e-90,,1.3314092
Cyp4a10,3.5864842,,,2.5095290493000155e-85,2.2049976991674585e-82,,3.5864842
Gm14851,1.7144072,,,3.0091645369724305e-84,2.518097543248406e-81,,1.7144072
Defa17,1.457896,,,3.0372767845205254e-83,2.320611518886052e-80,,1.457896
Retsat,1.2869703,,,1.521045003837939e-80,9.899749574979298e-78,,1.2869703
Chchd2,0.24947968,,,3.0246645812946686e-78,1.8983010959675433e-75,,0.24947968
Abcd3,0.9159433,,,4.046728541709662e-75,2.3704386887821297e-72,,0.9159433
AY761184,1.2064252,,,8.65078659184911e-71,4.750633524330137e-68,,1.2064252
Hsp90aa1,0.98490876,,,1.445492523211099e-69,7.471070620702541e-67,,0.98490876
Ces1f,1.3463839,,,4.337883779545701e-64,2.060260315079908e-61,,1.3463839
Plin2,0.9456258,,,3.002491612138418e-63,1.388494344739695e-60,,0.9456258
Etfb,0.5050988,,,2.107652183428105e-61,9.49686456907233e-59,,0.5050988
Defa20,0.8832151,,,7.919720026748392e-60,3.479331000751237e-57,,0.8832151
G0s2,5.151653,,,3.912650810955217e-57,1.6770003097784397e-54,,5.151653
Ech1,0.61520445,,,1.3549708752847611e-55,5.5374193468323505e-53,,0.61520445
Acaa2,0.5916327,,,6.846460489661411e-54,2.5065177121837497e-51,,0.5916327
Por,1.0288143,,,8.719467945289613e-51,3.064544204051487e-48,,1.0288143
Hsdl2,1.1467578,,,7.193550090747905e-50,2.431004918167556e-47,,1.1467578
Akr1b8,1.5712724,,,2.622287153028834e-49,8.694613611353905e-47,,1.5712724
Scd2,1.5798985,,,2.3733147310937742e-48,7.582956321729253e-46,,1.5798985
Gm7861,1.6363492,,,6.334041278488037e-46,1.9191052997736254e-43,,1.6363492
Angptl4,1.9426624,,,8.31048724251829e-45,2.3723842321696876e-42,,1.9426624
Pxmp4,1.0967959,,,8.370103135180142e-45,2.3723842321696876e-42,,1.0967959
Acaa1b,1.8814598,,,2.8732114544433434e-44,8.014435696656011e-42,,1.8814598
Hadhb,0.5939314,,,5.486113302778217e-43,1.4831918318418708e-40,,0.5939314
Nme1,0.48348358,,,3.915459819047508e-42,1.0425208393957857e-39,,0.48348358
Acadvl,0.6029452,,,1.9996095416437452e-41,5.2446475336276914e-39,,0.6029452
Ftl1,0.32931873,,,2.2165238902788292e-39,5.486052721671812e-37,,0.32931873
Acot2,1.7687744,,,7.119765362784575e-39,1.7377171766696294e-36,,1.7687744
Mgst1,0.43069756,,,7.467581320503362e-38,1.7733487370973725e-35,,0.43069756
Pank3,0.7750412,,,1.9531457048107755e-37,4.5161354566631257e-35,,0.7750412
Slc25a20,0.9321492,,,5.776406917437022e-37,1.3182960877937765e-34,,0.9321492
Defa22,0.8941105,,,2.701683201219918e-36,6.009706189245269e-34,,0.8941105
Acadl,0.7417884,,,1.6610762458978158e-35,3.6487616086452896e-33,,0.7417884
Rab9,0.80363107,,,8.437163976087182e-35,1.8081253969729275e-32,,0.80363107
Erh,0.52775186,,,1.1607906714083561e-34,2.457659574537234e-32,,0.52775186
Acot8,0.7370512,,,3.499126362757436e-34,7.150017159620514e-32,,0.7370512
Paqr7,1.5104456,,,2.6082912295621635e-33,5.1500563794489775e-31,,1.5104456
Cpt2,0.6650453,,,2.7101715220685643e-33,5.291760461923432e-31,,0.6650453
Defa21,0.86979234,,,1.4646497422433718e-32,2.738115948983274e-30,,0.86979234
Gm15308,0.9332542,,,9.265923595235691e-32,1.6615313810109876e-29,,0.9332542
Cst6,0.7109698,,,3.319791451151566e-31,5.833869517108647e-29,,0.7109698
Gpx2,0.6867384,,,6.050571926400964e-31,1.0527396085410312e-28,,0.6867384
Cotl1,0.71490294,,,2.6474227206201012e-30,4.516811598976412e-28,,0.71490294
Sod1,0.51782477,,,4.283390273763343e-30,7.237693969311848e-28,,0.51782477
1110008F13Rik,0.3563988,,,9.67782521083947e-30,1.6196992612388765e-27,,0.3563988
Hspd1,0.45193616,,,1.5315277189355068e-28,2.4919941300790426e-26,,0.45193616
Aldh3a2,0.84061235,,,5.388569509303407e-28,8.530930809638627e-26,,0.84061235
Hsd3b3,1.2847292,,,6.705732030476378e-28,1.0428303448810744e-25,,1.2847292
Hspe1,0.33250654,,,1.5566579465793651e-27,2.358202594417171e-25,,0.33250654
Abhd17a,0.6299406,,,5.293592509757977e-27,7.883415353726859e-25,,0.6299406
Eci2,0.5606895,,,5.41218474463502e-26,7.732383944509855e-24,,0.5606895
Pycard,0.27604812,,,1.1814200471163428e-25,1.6608875590380395e-23,,0.27604812
