,logFC,AveExpr,t,P.Value,adj.P.Val,B,abs.log2FC
Fabp1,2.1270168,,,1.0985458685176377e-77,1.9304746547460447e-73,,2.1270168
Agt,1.9714857,,,2.751317548595331e-37,2.4174451640732875e-33,,1.9714857
Lyz1,0.9763653,,,4.8745683408482894e-29,2.8553596484575666e-25,,0.9763653
Hmgcs2,1.6634755,,,1.4652658371613063e-28,6.437279139108909e-25,,1.6634755
Blvrb,1.0600682,,,8.407112633403906e-25,2.9547638061361366e-21,,1.0600682
Clps,0.56179863,,,7.884511059504034e-24,2.3092418808110735e-20,,0.56179863
Pnliprp2,1.0152367,,,1.2715878207743728e-23,3.192230396352579e-20,,1.0152367
Hsp90aa1,1.038737,,,1.4788380610812253e-23,3.248452655922546e-20,,1.038737
Itln1,0.67872626,,,1.3341439448398133e-17,2.1313555947881853e-14,,0.67872626
Pnliprp1,1.2347612,,,4.156501385172946e-17,6.086849903470349e-14,,1.2347612
Gm14851,1.3236263,,,4.336340077175649e-14,4.5735362545792296e-11,,1.3236263
Fabp2,0.5763067,,,4.424407689514989e-14,4.5735362545792296e-11,,0.5763067
Hspa5,0.58556247,,,1.270953222180941e-13,1.240803387410315e-10,,0.58556247
Creld2,0.8108786,,,1.3025828998439974e-12,1.2047520683662402e-09,,0.8108786
Dnaja1,0.88162965,,,7.290600315788113e-12,5.823532697697478e-09,,0.88162965
Gm15284,0.92724335,,,1.7869365699783674e-11,1.3652972323578197e-08,,0.92724335
Reg4,0.5102554,,,3.905750016498013e-11,2.8598227099966493e-08,,0.5102554
Fos,0.7589475,,,1.5692014781794188e-10,1.0605991375402664e-07,,0.7589475
Manf,0.4933339,,,1.8340475960744613e-10,1.1936932742895004e-07,,0.4933339
Selk,0.43226376,,,2.5712913003600895e-10,1.6137607864724233e-07,,0.43226376
Dnajc3,0.43369943,,,3.1283134038003776e-10,1.8458495179172174e-07,,0.43369943
Fam213a,0.48394892,,,3.325775874392117e-10,1.8458495179172174e-07,,0.48394892
Hsp90ab1,0.34796715,,,1.392072225816352e-09,6.795245895630764e-07,,0.34796715
Ier2,0.5923546,,,3.826965114744632e-09,1.6402745844245714e-06,,0.5923546
Rbp2,0.9424649,,,5.005663268582863e-09,2.0456865260187594e-06,,0.9424649
Jun,0.6017722,,,5.806049506798251e-09,2.318856999612856e-06,,0.6017722
Slc3a2,0.8764159,,,6.757693384959792e-09,2.6389543523088537e-06,,0.8764159
Zg16,0.29845858,,,1.1602267641873616e-08,4.4323184624053275e-06,,0.29845858
Lyz2,0.53908134,,,1.5696439435279407e-08,5.868798514812022e-06,,0.53908134
Herpud1,0.5194779,,,1.8305997577538613e-08,6.448307556757178e-06,,0.5194779
Espn,1.0460103,,,1.8347201834510836e-08,6.448307556757178e-06,,1.0460103
Wnt3,0.5212151,,,2.4875556855392747e-08,8.571336482741504e-06,,0.5212151
Bambi,0.6206841,,,3.7144554447682293e-08,1.2315872741681527e-05,,0.6206841
Fam210b,0.9400307,,,4.358069129193247e-08,1.418228681616906e-05,,0.9400307
Apoe,1.858336,,,5.8950169693435076e-08,1.8835115127686083e-05,,1.858336
Serp1,0.35410276,,,1.3472817289467228e-07,3.791981302948524e-05,,0.35410276
Defa26,0.41137314,,,1.359442451976083e-07,3.791981302948524e-05,,0.41137314
Ccl6,0.5886492,,,3.0285166704651524e-07,7.713061369577409e-05,,0.5886492
Defa23,0.7777083,,,3.2728323496662016e-07,8.216211840097737e-05,,0.7777083
Spcs2,0.3747409,,,3.3664635458632017e-07,8.33223435090902e-05,,0.3747409
Hsph1,1.0595521,,,3.8609515686726105e-07,9.262729344921545e-05,,1.0595521
Ubb,0.24002036,,,4.3516304051345343e-07,0.0001019616014792389,,0.24002036
Fzd9,0.9155357,,,5.486389401876474e-07,0.0001252108064404874,,0.9155357
Mgll,1.1820768,,,5.77835505703484e-07,0.00012853548533832057,,1.1820768
Nars,0.46627104,,,6.49837668877973e-07,0.00014274496693990774,,0.46627104
Asns,0.59665287,,,8.735677331440879e-07,0.00018275244969691735,,0.59665287
Smim3,0.77621937,,,1.2770583437916078e-06,0.00024935273639388803,,0.77621937
Hsp90b1,0.30034462,,,1.4057792782239436e-06,0.00026851912235031916,,0.30034462
Dnajb9,0.6878403,,,2.206871912314284e-06,0.00039572816443978484,,0.6878403
Sdf2l1,0.40312418,,,2.267805658989916e-06,0.0003998559009313095,,0.40312418
Kcnk1,0.45304742,,,2.2753991972418455e-06,0.0003998559009313095,,0.45304742
Guca2b,0.23491809,,,3.463026082242821e-06,0.0005583097003968175,,0.23491809
Lgmn,0.93201214,,,4.039451154807003e-06,0.0006453206831220314,,0.93201214
Guk1,0.40883416,,,4.454311234971046e-06,0.0006988893868941624,,0.40883416
Creb3l3,2.6418247,,,5.0386247723558165e-06,0.0007835730365009625,,2.6418247
Mmp7,0.28927362,,,7.284899087348754e-06,0.0010848943361184717,,0.28927362
Kif5b,0.30442396,,,7.476155923159551e-06,0.0011040209078796873,,0.30442396
Acaa2,0.38652065,,,7.962891774732395e-06,0.0011660991429781032,,0.38652065
Arpc5l,0.48091382,,,9.577051566754659e-06,0.0013794879277260626,,0.48091382
Tm4sf4,0.53685623,,,1.0999130910322165e-05,0.0015714449389194424,,0.53685623
Dio1,0.5088227,,,1.1707843762937705e-05,0.0016592091810169699,,0.5088227
Phyh,0.67226547,,,1.2051512398613528e-05,0.001684712197183607,,0.67226547
Gmppb,0.41995308,,,1.2175408242321634e-05,0.001684712197183607,,0.41995308
Apoh,1.4825655,,,1.4741115226319492e-05,0.002018751942259354,,1.4825655
Sfn,0.92064977,,,1.4819268226908136e-05,0.002018751942259354,,0.92064977
Ccl9,0.26298395,,,1.4970167154211983e-05,0.0020236211338535938,,0.26298395
Pdia2,1.2907953,,,1.9372975165732717e-05,0.0025597089668227147,,1.2907953
Pdia4,0.6147361,,,1.9798799188079283e-05,0.0025964499860605763,,0.6147361
Rexo2,0.42890817,,,2.0312737305986072e-05,0.0026441165383562465,,0.42890817
Acadl,0.60693324,,,2.4303462761410017e-05,0.0031174069423814473,,0.60693324
H13,0.33981347,,,2.5100047967429203e-05,0.0031962546589248794,,0.33981347
Nkd1,1.187507,,,2.5524026401778382e-05,0.0032268612658881406,,1.187507
Hes6,0.28335732,,,3.6184843325103047e-05,0.0044158073038335815,,0.28335732
Vcp,0.1944882,,,3.856140150821052e-05,0.00464136649797112,,0.1944882
Hist1h2bc,0.5201129,,,3.9746069657654856e-05,0.0047193086627970865,,0.5201129
Calm1,0.23062803,,,4.300435253559021e-05,0.005038103247386179,,0.23062803
Jtb,0.32069024,,,5.115867215230628e-05,0.00569466413963527,,0.32069024
Ramp1,0.18935041,,,5.5456032441502554e-05,0.006129112315059902,,0.18935041
Hspa1a,1.084082,,,6.448731437631125e-05,0.006952365494079248,,1.084082
Jund,0.30442202,,,6.54981405635129e-05,0.007018285512942757,,0.30442202
Arf1,0.26490018,,,6.660557903016627e-05,0.007093696001800678,,0.26490018
S100a16,0.4907872,,,6.918361142216849e-05,0.007242594426378302,,0.4907872
Pglyrp1,0.18299702,,,7.032123215825472e-05,0.0073121598385621905,,0.18299702
Rab1a,0.3134598,,,7.153476797926323e-05,0.007394591045291722,,0.3134598
Ap3s1,0.35856298,,,8.695645606347977e-05,0.008884219781415872,,0.35856298
Nlrc4,0.6074531,,,9.016393418335955e-05,0.009158675233550158,,0.6074531
Hnrnpf,0.23479775,,,9.28473094763207e-05,0.009377044651881515,,0.23479775
Cmpk1,0.25468007,,,9.816658230532421e-05,0.00985665576983096,,0.25468007
Txndc5,0.24458112,,,9.871800008480333e-05,0.00985665576983096,,0.24458112
Dnajb6,0.4047925,,,0.00010615778064211469,0.010539608357197071,,0.4047925
Bud31,0.33175415,,,0.00012053742902688853,0.011880438180585,,0.33175415
Ninj1,0.4428765,,,0.0001244091449449126,0.012145788356205273,,0.4428765
Fkbp4,0.2700843,,,0.0001381966808515556,0.01341729432378114,,0.2700843
Ahsa1,0.40388963,,,0.00014719323513723507,0.014134572246265747,,0.40388963
Btg2,0.34462395,,,0.00015649510091380315,0.014946132654120994,,0.34462395
Tuba1c,0.49314168,,,0.00016403861557676448,0.015581895089353957,,0.49314168
Golph3,0.6702087,,,0.00016862288897844473,0.01593123670977532,,0.6702087
Edem2,0.28308222,,,0.00018552733704572572,0.017069486355521142,,0.28308222
Srp68,0.4900422,,,0.0001919257073729124,0.017320649702627967,,0.4900422
Dhrs7,0.5114764,,,0.00019259164793475995,0.017320649702627967,,0.5114764
Pla2g12a,0.34230968,,,0.00019318541749929334,0.017320649702627967,,0.34230968
Spint2,0.10602309,,,0.00019318541749929334,0.017320649702627967,,0.10602309
Lmna,0.3693781,,,0.0001973143900441721,0.01760104454947328,,0.3693781
Cdkn1a,0.5658751,,,0.00020044614266649202,0.017686721914474207,,0.5658751
Sec22b,0.44502372,,,0.00020044614266649202,0.017686721914474207,,0.44502372
Ero1lb,1.617922,,,0.00020129428002588296,0.017686721914474207,,1.617922
Cycs,0.20088811,,,0.0002072469009538382,0.018119153186377107,,0.20088811
Erp29,0.33726075,,,0.00023160226704023695,0.019802179353690795,,0.33726075
Ctsh,0.47025022,,,0.00023177859180942991,0.019802179353690795,,0.47025022
Map2k2,0.30858222,,,0.0002321316193512948,0.019802179353690795,,0.30858222
Ftl1,0.13894585,,,0.00024121458093728494,0.020477603047395692,,0.13894585
Cfi,0.6323939,,,0.00026186908111081855,0.02212416039596353,,0.6323939
Gpx2,0.2585865,,,0.0002678660714602375,0.02241528797033692,,0.2585865
Calr,0.22472899,,,0.00029592554417411744,0.02447406808074505,,0.22472899
Srp9,0.19271342,,,0.000297370506481063,0.02447406808074505,,0.19271342
Scamp2,0.46975535,,,0.00030401185398654974,0.024848373535375064,,0.46975535
Pycr2,0.36098766,,,0.0003178318665519032,0.025857682365354604,,0.36098766
Ctsz,0.3824465,,,0.0003559851224675544,0.028564961448047183,,0.3824465
Srp54b,0.17085668,,,0.00037586594043811407,0.02988729489284606,,0.17085668
Spcs1,0.2178399,,,0.0003896913214756441,0.03084705221752925,,0.2178399
Ube2d3,0.278577,,,0.00040562605785083645,0.03196442472920515,,0.278577
Copz2,0.31134143,,,0.00042047033640119205,0.03298627331061673,,0.31134143
Saraf,0.29957524,,,0.000436617732207883,0.03410081514706279,,0.29957524
Hspe1,0.22039561,,,0.00046674316841368283,0.03613250087459757,,0.22039561
