,logFC,AveExpr,t,P.Value,adj.P.Val,B,abs.log2FC
Defa24,1.720882,,,7.715685075545739e-105,1.3558773383256527e-100,,1.720882
Gm15284,2.0017526,,,6.785221537638153e-101,5.961834904045764e-97,,2.0017526
Lyz1,2.2962613,,,1.9650650755096164e-93,1.1510696190643497e-89,,2.2962613
Itln1,2.0194452,,,2.8092487178136513e-64,1.2341731929534824e-60,,2.0194452
Gm14851,2.254903,,,4.6650823498701225e-60,1.6395898426853532e-56,,2.254903
Gm14850,1.7508442,,,2.6009893537280143e-55,7.617864318843733e-52,,1.7508442
AY761184,1.5945032,,,3.571357739400287e-46,8.965638507783035e-43,,1.5945032
Defa17,1.6036656,,,6.539818654312181e-43,1.4365529151528494e-39,,1.6036656
Defa20,1.0418745,,,1.3377333788447623e-32,2.3507988666439007e-29,,1.0418745
Tpt1,0.19124606,,,1.3771714099659898e-22,2.2000939261211216e-19,,0.19124606
Gm7861,1.7581655,,,2.8607829638112084e-21,4.189378251921197e-18,,1.7581655
Defa22,1.0234373,,,8.849601242309784e-21,1.1962618663931526e-17,,1.0234373
Hsp90aa1,0.52559954,,,7.960031829860768e-19,9.325442623076219e-16,,0.52559954
Ang4,1.2826076,,,2.3140739365755677e-18,2.541576330465153e-15,,1.2826076
Dnaja1,0.57282937,,,1.1204661102378226e-17,1.1582324091299562e-14,,0.57282937
Defa21,0.96939063,,,1.875292591474435e-16,1.8308064838877913e-13,,0.96939063
Gm15308,0.8877851,,,6.403074972080744e-15,5.568624130093903e-12,,0.8877851
Ubb,0.2501793,,,6.9714750390978125e-15,5.568624130093903e-12,,0.2501793
Hsp90ab1,0.32881546,,,1.2064290184889542e-14,9.217642235611475e-12,,0.32881546
Clps,2.145612,,,8.021393045045472e-14,5.6383975992233625e-11,,2.145612
Adh1,0.61526996,,,3.3366445205931e-13,2.1716612651993537e-10,,0.61526996
Acot1,1.1152314,,,8.38854682140595e-12,4.913731109752226e-09,,1.1152314
Hmgcs2,1.6627927,,,1.609988247520518e-11,8.841351085524393e-09,,1.6627927
Hsph1,0.71998364,,,3.424190609394495e-11,1.7698029876143958e-08,,0.71998364
Hspa8,0.22292593,,,1.5303886971043806e-09,6.254307110282623e-07,,0.22292593
Cct7,0.3628379,,,2.2023445129557344e-09,8.795863665038891e-07,,0.3628379
Fkbp4,0.32959223,,,2.4112616734166005e-09,9.416244752655538e-07,,0.32959223
Mgst3,0.25271273,,,9.202836958246312e-09,3.110027958985816e-06,,0.25271273
Spink4,0.43755576,,,1.3855628546324621e-08,4.508980748973381e-06,,0.43755576
Tff3,0.37162802,,,2.081213090184736e-08,6.649665024330248e-06,,0.37162802
Psma2,0.29749566,,,2.126377395136917e-08,6.672648207989472e-06,,0.29749566
Defa-rs1,1.9684258,,,2.2839019262191746e-08,7.04122957007887e-06,,1.9684258
Ahsa2,0.4973802,,,3.685355070683443e-08,1.061684338641314e-05,,0.4973802
Cyp2j6,0.96767837,,,3.9353165013536035e-08,1.1154083367465624e-05,,0.96767837
Bcl2l14,0.36605132,,,4.133498774364385e-08,1.1529837136810372e-05,,0.36605132
H3f3a,0.14305097,,,5.23605224308917e-08,1.4377054073094685e-05,,0.14305097
Prdx6,0.32616207,,,6.648117931233742e-08,1.7973442523933928e-05,,0.32616207
Ctsh,0.748009,,,8.581600163496489e-08,2.2508128309421463e-05,,0.748009
Plin2,0.5262244,,,9.450183542240407e-08,2.4329687072822122e-05,,0.5262244
Chchd2,0.10852336,,,9.552998395406171e-08,2.4329687072822122e-05,,0.10852336
Pebp1,0.2532225,,,1.0770088385201431e-07,2.7037537599020675e-05,,0.2532225
Fabp1,0.740686,,,1.1410990516649087e-07,2.8243005119587944e-05,,0.740686
Psmb2,0.32827178,,,1.9137253298959696e-07,4.606834961953681e-05,,0.32827178
Psmd4,0.33650574,,,2.9611331211137977e-07,6.671281068888817e-05,,0.33650574
Mtch1,0.33336648,,,3.043422366152547e-07,6.769881169670723e-05,,0.33336648
Bpgm,0.291003,,,6.402257799831922e-07,0.0001323610309605251,,0.291003
Psmd14,0.46023938,,,6.55432823916677e-07,0.00013392931412427634,,0.46023938
Cd63,0.36682758,,,6.788978854657766e-07,0.00013712956944011599,,0.36682758
Psmc4,0.4302924,,,7.948881606935455e-07,0.0001518322787811704,,0.4302924
Hnrnpk,0.28530043,,,1.2862153111986362e-06,0.00023301713055354264,,0.28530043
Gnb2l1,0.21100873,,,2.0308606956153556e-06,0.0003641664796331494,,0.21100873
Prmt1,0.46813807,,,2.197972310347312e-06,0.00039015118595690215,,0.46813807
Mettl9,0.5188598,,,2.401297765524953e-06,0.0004178020359759406,,0.5188598
Txnl1,0.32595962,,,2.889527682598703e-06,0.0004929870870515244,,0.32595962
Akr7a5,0.39773375,,,3.2016182853915043e-06,0.0005307739446149519,,0.39773375
Ahsa1,0.34352902,,,3.284552307119091e-06,0.0005344392378981832,,0.34352902
Rpl18,0.13117231,,,3.759087986223619e-06,0.0005794601156307689,,0.13117231
Eif5,0.20777327,,,4.316037903964833e-06,0.0006595281224902088,,0.20777327
Inpp5b,0.36786574,,,4.571096528950514e-06,0.0006865630709679264,,0.36786574
Agt,0.7387729,,,5.341246984783179e-06,0.0007569494618031839,,0.7387729
Rps3,0.13379775,,,5.399256467616855e-06,0.0007590490712434479,,0.13379775
Tank,0.47887194,,,5.527923465232248e-06,0.0007648992051537503,,0.47887194
Atxn7l3b,0.23045819,,,5.656750791868392e-06,0.0007672888202765364,,0.23045819
Tuba4a,0.3922447,,,6.019392146505529e-06,0.0008013543802313762,,0.3922447
Cct3,0.31416932,,,6.959705798479139e-06,0.0009059474814568438,,0.31416932
Hacd1,0.34222916,,,8.721337757923589e-06,0.0010947147744285086,,0.34222916
Rnase4,0.6035003,,,9.287457621686819e-06,0.0011493555829993132,,0.6035003
Acaa2,0.44472882,,,9.604187989550542e-06,0.0011742907174119711,,0.44472882
Psma3,0.26044074,,,1.019074313837975e-05,0.0012350477873844645,,0.26044074
